,Index,business_status,geometry,name_g,place_id,types,address_g,rating_g,total_reviews_g,price_level_g
5850,25204,OPERATIONAL,"{'lat': 45.48276259999999, 'lng': 9.183393199999998}",KOMBU,ChIJP4QqRTHBhkcRtscYaEVP6BI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Pietro Maroncelli, 7, Milano",4.3,137.0,2.0
5852,25221,OPERATIONAL,"{'lat': 45.4829155, 'lng': 9.184552600000002}",Cost,ChIJRSKG-zPBhkcR_i84J6dWVqM,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Tito Speri, 8, Milano",3.9,715.0,2.0
5854,25240,OPERATIONAL,"{'lat': 45.4825381, 'lng': 9.184997400000002}",Il Gusto della Nebbia,ChIJYd1d7TPBhkcRHDhgSVw9IUA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Nino Bonnet, 11, Milano",4.6,608.0,2.0
5855,25242,OPERATIONAL,"{'lat': 45.4826754, 'lng': 9.184963900000001}",ANYMA GASTRONOMIA BISTROT,ChIJKzkWGMDBhkcRfQRLiGIzjNM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Nino Bonnet, 11/A, Milano",5.0,28.0,
5856,25255,OPERATIONAL,"{'lat': 45.48286479999999, 'lng': 9.186226299999998}",La Griglia di Varrone,ChIJl-OXmzPBhkcR7P-6_uKcWAU,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Alessio di Tocqueville, 7, Milano",4.3,1306.0,3.0
5857,25256,OPERATIONAL,"{'lat': 45.48264160000001, 'lng': 9.1865794}",CLASSICO trattoria & cocktail,ChIJfQfteDTBhkcRKt8iY-1aimI,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Alessio di Tocqueville, 9, Milano",3.4,519.0,2.0
5858,25257,OPERATIONAL,"{'lat': 45.482854, 'lng': 9.1865581}",Up & Down,ChIJdx3LVTzBhkcRRqbI9ru7gAc,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Alessio di Tocqueville, 7D, Milano",5.0,6.0,
5859,25260,OPERATIONAL,"{'lat': 45.4823406, 'lng': 9.187538799999999}",Rocking Horse,ChIJB7xqcDPBhkcRCOX8S2Vv8UQ,"['restaurant', 'point_of_interest', 'food', 'establishment']","Corso Como, 12, Milano",4.1,909.0,2.0
5862,25279,OPERATIONAL,"{'lat': 45.48254719999999, 'lng': 9.187663599999997}",Ristorante Pizzeria,ChIJbWNubzPBhkcRLoX5c4aqmPI,"['restaurant', 'point_of_interest', 'food', 'establishment']",Italy,,,
5863,25282,OPERATIONAL,"{'lat': 45.4826007, 'lng': 9.1879966}",Quore italiano Gae Aulenti,ChIJQwSRMqnBhkcRuWRyatYsggo,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Vincenzo Capelli, 2, Milano",4.0,172.0,
5865,25291,OPERATIONAL,"{'lat': 45.4831046, 'lng': 9.188642999999997}",That’s Vapore,ChIJAx-3MDPBhkcRABh8PdwCaJs,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Gae Aulenti - Piano Interrato, Milano",3.9,203.0,2.0
5866,25308,OPERATIONAL,"{'lat': 45.4830456, 'lng': 9.1922491}",Pandenus Gae Aulenti,ChIJwTFB8czGhkcRpzviw7nYpVg,"['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Gae Aulenti, 12, Milano",3.6,1576.0,2.0
5867,25309,OPERATIONAL,"{'lat': 45.482614, 'lng': 9.1931956}",Volvo Studio Milano,ChIJtcpHXczGhkcR1TbWAP1l7To,"['bar', 'restaurant', 'food', 'car_dealer', 'store', 'point_of_interest', 'establishment']","Viale della liberazione ang, Via Melchiorre Gioia, Milano",4.4,344.0,
5868,25334,OPERATIONAL,"{'lat': 45.4823739, 'lng': 9.197499899999999}",Il Paiolo,ChIJ08hK5s7GhkcR9xlcoopinYU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Il Paiolo, Via Gustavo Fara, 7, Milano",4.4,396.0,2.0
5869,25342,OPERATIONAL,"{'lat': 45.4824442, 'lng': 9.1970017}",Tripburger,ChIJAQCw687GhkcRQ4FIHHyFeNM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Emilio Cornalia, 8, Milano",4.5,755.0,2.0
5870,25349,OPERATIONAL,"{'lat': 45.4829393, 'lng': 9.197254599999999}",Fairouz - Centrale,ChIJ_zKqGQHHhkcRfWU8T37sKUA,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Emilio Cornalia, 12, Milano",3.9,520.0,
5871,25361,OPERATIONAL,"{'lat': 45.4825771, 'lng': 9.1980397}",L'Isolotto,ChIJ-aSFUc7GhkcRHY__dl8XGgQ,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gustavo Fara, 10, Milano",4.5,493.0,3.0
5872,25362,OPERATIONAL,"{'lat': 45.4827083, 'lng': 9.198091699999999}",Dalla Zia,ChIJ-aSFUc7GhkcRK-MSTkEPbgA,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gustavo Fara, 12, Milano",4.4,573.0,2.0
5873,25375,OPERATIONAL,"{'lat': 45.4830012, 'lng': 9.1982029}",Dino e Cristina,ChIJSVbq-87GhkcRgTA1ZdkMGzA,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Gustavo Fara, 14, Milano",4.1,264.0,2.0
5874,25377,OPERATIONAL,"{'lat': 45.4831281, 'lng': 9.197967799999999}",Piada Galleria Caffè,ChIJ4w5L-s7GhkcR98nijH5Q7JU,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Gustavo Fara, 13, Milano",4.4,165.0,1.0
5875,25382,OPERATIONAL,"{'lat': 45.48294199999999, 'lng': 9.198997999999998}",Osteria Della Carne Sedda & Faedda,ChIJwVSwD8_GhkcRwQuOJ0RpGXw,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Adda Angolo, Via Fabio Filzi, 11, Milano",4.1,232.0,2.0
5876,25383,OPERATIONAL,"{'lat': 45.4830542, 'lng': 9.1984123}",Ristorante Leon d'Oro,ChIJ-xmV-87GhkcRgt-LbMi_8rc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Adda, 3, Milano",4.3,425.0,2.0
5877,25386,OPERATIONAL,"{'lat': 45.4825955, 'lng': 9.1979884}",Savô Pizzeria Gourmet,ChIJRX8erKvHhkcRcfQTIMFFX5I,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Gustavo Fara, 10, Milano",4.9,166.0,
5878,25389,OPERATIONAL,"{'lat': 45.48279910000001, 'lng': 9.1981136}",Kiki,ChIJw3NL-87GhkcR4WMhdzuGxsE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Gustavo Fara, 12, Milano",3.9,495.0,2.0
5879,25390,OPERATIONAL,"{'lat': 45.48251749999999, 'lng': 9.1988419}",Ristorante Limone,ChIJnyCuEM_GhkcR2iLXNV9K6T4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Fabio Filzi, 7, Milano",4.2,875.0,3.0
5880,25391,OPERATIONAL,"{'lat': 45.4824618, 'lng': 9.1997504}",Tomoyoshi Endo,ChIJ7e7qDs_GhkcR9Y6Ve9i5NJY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Fabio Filzi, 8, Milano",4.4,639.0,3.0
5881,25396,OPERATIONAL,"{'lat': 45.4830902, 'lng': 9.199710900000001}",KENJI LIGHT,ChIJV2K_C8_GhkcRdjYi-wQEYPY,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Fabio Filzi, 10, Milano",5.0,2.0,
5882,25398,OPERATIONAL,"{'lat': 45.4824614, 'lng': 9.199275499999999}",Domus Ristorante - Milano,ChIJvcghJjfHhkcRT-v7P0-HfFE,"['restaurant', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']","Via Fabio Filzi, 8, Milano",4.1,89.0,
5883,25400,OPERATIONAL,"{'lat': 45.48262719999999, 'lng': 9.198971100000001}",Osteria Angelino dal 1899,ChIJ0dtK8s7GhkcRn6ebTDhdaSc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Fabio Filzi, 9, Milano",4.0,496.0,2.0
5884,25402,OPERATIONAL,"{'lat': 45.4829257, 'lng': 9.1991729}",Pokezinho,ChIJ2TnYRHXHhkcR90ZfszRyKas,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Fabio Filzi, 11, Milano",4.8,49.0,
5885,25405,OPERATIONAL,"{'lat': 45.4828066, 'lng': 9.1996882}",MU dimsum,ChIJ83nHDs_GhkcRcYLaKeVd4t0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Aminto Caretto, 3, Milano",4.5,1126.0,2.0
5886,25407,OPERATIONAL,"{'lat': 45.4826857, 'lng': 9.199923300000002}",Caretto,ChIJy82CqU3HhkcRxwTxopMw8C0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Aminto Caretto, 1, Milano",4.3,68.0,
5887,25408,OPERATIONAL,"{'lat': 45.4826857, 'lng': 9.199923300000002}",L'Odi,ChIJX-3MZc_GhkcR9aQ5DPcLA38,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Via Aminto Caretto, 1, Milano",4.2,43.0,2.0
5888,25412,OPERATIONAL,"{'lat': 45.4827984, 'lng': 9.2001849}",Bistrot Visconti Srl Co,ChIJba9Jbs_GhkcRG701xm8NIzc,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']","Via Aminto Caretto, 4, Milano",1.5,2.0,
5889,25415,OPERATIONAL,"{'lat': 45.4827771, 'lng': 9.200211199999998}",Kanji Centrale,ChIJ24nJC8_GhkcRjfz2X-IZcxc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Aminto Caretto, 4, Milano",4.2,1320.0,2.0
5890,25424,OPERATIONAL,"{'lat': 45.4829555, 'lng': 9.1997786}",Mani in Noodles,ChIJhz452wzHhkcRgQg8J1RDOY0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Aminto Caretto, 8, Milano",4.9,55.0,
5891,25430,OPERATIONAL,"{'lat': 45.4830849, 'lng': 9.199747499999999}",Ramen Shifu Filzi,ChIJUWHl26vHhkcRJpp8Ao7HltU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Fabio Filzi, 10, Milano",4.3,399.0,2.0
5892,25456,OPERATIONAL,"{'lat': 45.4823612, 'lng': 9.2032267}",Osteria Papà Nicola,ChIJrf4dZLjHhkcRFTbPJETI7kM,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Ruggero Boscovich, 23, Milano",4.2,608.0,2.0
5893,25458,OPERATIONAL,"{'lat': 45.4823779, 'lng': 9.2034713}",Nice café,ChIJgUtf5IDHhkcREDNlzIVnPg8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Roberto Lepetit, 3, Milano",3.2,176.0,
5894,25463,OPERATIONAL,"{'lat': 45.4828983, 'lng': 9.203392199999998}",Osteria italiana,ChIJ3cVQpsXGhkcRAh1wuEqSgQ8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Napo Torriani, 22, Milano",4.0,2382.0,2.0
5895,25484,OPERATIONAL,"{'lat': 45.48274929999999, 'lng': 9.2053491}",Colombo99,ChIJeTbV6tLHhkcRQHukHOGRDKM,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Vitruvio, 43, Milano",5.0,4.0,
5896,25489,OPERATIONAL,"{'lat': 45.48296930000001, 'lng': 9.205314300000001}",MoMò Ramen & Poke,ChIJoZ7roPjHhkcRE5xZ6lkqtms,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Vitruvio, 43, Milano",4.1,77.0,
5897,25490,OPERATIONAL,"{'lat': 45.48292439999999, 'lng': 9.2059067}",KEBAP SHOP,ChIJTwrNNMnHhkcRYmBI85iXN_4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Mauro Macchi, 25, Milano",4.0,2.0,
5898,25491,OPERATIONAL,"{'lat': 45.4830649, 'lng': 9.205141399999999}",Bar stella,ChIJQQE-9cTGhkcR0qNQDHD2G_E,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Vitruvio, 43, Milano centrale",3.4,5.0,
5899,25492,OPERATIONAL,"{'lat': 45.4830769, 'lng': 9.205172800000001}",China Box Sushi Milano,ChIJ34QV98TGhkcRwX307dxHvEE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Vitruvio, 43, Milano",3.9,17.0,
5900,25493,OPERATIONAL,"{'lat': 45.48271129999999, 'lng': 9.2063036}",TAO sushi & dimsum,ChIJK_LdN4fHhkcR8UdS-WJEAxE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Vitruvio, 38, Milano",4.8,328.0,1.0
5901,25494,OPERATIONAL,"{'lat': 45.48285069999999, 'lng': 9.2061685}",bao dundun,ChIJ7cfzeQDHhkcRn4yDA6QvgCI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Vitruvio, 40, Milano",4.9,11.0,
5902,25500,OPERATIONAL,"{'lat': 45.4827074, 'lng': 9.206547500000001}",BAO HOUSE il lato d,ChIJjfS2W9HHhkcRQMI376fvPX4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Vitruvio, 38, Milano",5.0,1.0,
5903,25502,OPERATIONAL,"{'lat': 45.48237409999999, 'lng': 9.206987799999999}",tandoori kebab,ChIJrdWRpXbHhkcR_zURiFaOAHM,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Vitruvio, 32, Milano",4.8,596.0,
5904,25503,OPERATIONAL,"{'lat': 45.4823268, 'lng': 9.2070452}",Halal food milano center Al-Amin Ristorante,ChIJZ44Kf8TGhkcRh_oAIJXNRj0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Vitruvio, 32, Milano",4.0,259.0,
5905,25505,OPERATIONAL,"{'lat': 45.4823622, 'lng': 9.207258200000002}",La Cresciamia Street food,ChIJwy9DIrrHhkcRrF9Zgpz41fk,"['restaurant', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']","Via Vitruvio, 32, Milano",5.0,85.0,
5906,25508,OPERATIONAL,"{'lat': 45.4823283, 'lng': 9.207362999999999}","Prendi e Vai - Il ""Gabbiotto"" di Via Vitruvio",ChIJl6lyhsPGhkcRm_exgidaCls,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Vitruvio, 30, Milano",3.7,9.0,
5907,25530,OPERATIONAL,"{'lat': 45.4828455, 'lng': 9.209249100000001}",Kashmir Grill Restaurant,ChIJe753BsPGhkcRsdTi-BZYPX4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Domenico Scarlatti, 11, Milano",4.2,1115.0,1.0
5908,25531,OPERATIONAL,"{'lat': 45.482598, 'lng': 9.209285099999999}",Pepe Nero,ChIJ0yIHCMPGhkcRcBqnSA-L1S8,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Via Benedetto Marcello, 91, Milano",4.2,42.0,1.0
5910,25535,OPERATIONAL,"{'lat': 45.4831489, 'lng': 9.2098143}",Frijenno Magnanno APERTO E RINNOVATO,ChIJp5t3HMPGhkcRUz0ZOVzQo7o,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Benedetto Marcello, 93, Milano",4.1,856.0,2.0
5911,25545,OPERATIONAL,"{'lat': 45.483041, 'lng': 9.209717999999997}",New Gandhi,ChIJY8x8HMPGhkcRsgusDaXIeYc,"['restaurant', 'food', 'point_of_interest', 'establishment']","20124, Via Benedetto Marcello, 93, Milano",3.6,138.0,
5912,25546,OPERATIONAL,"{'lat': 45.48318949999999, 'lng': 9.2098655}",MEDITERRANEA BRASSERIE...stiamo attenti a progettare del buono per voi,ChIJDemBHMPGhkcRp7U7RGmDyPE,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Benedetto Marcello, 93, Milano",4.3,465.0,2.0
5913,25548,OPERATIONAL,"{'lat': 45.48318949999999, 'lng': 9.2098655}",Ali Amena,ChIJp5t3HMPGhkcRt1jxLEvUEpo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Benedetto Marcello, 93, Milano",3.0,1.0,
5914,25588,OPERATIONAL,"{'lat': 45.48314570000001, 'lng': 9.214499100000001}",Burra-tà Milano,ChIJ-ySKP-jGhkcR4Hfx5nGw__s,"['restaurant', 'store', 'food', 'point_of_interest', 'establishment']","Via Nicola Piccinni, 3, Milano",4.4,408.0,2.0
5915,25596,OPERATIONAL,"{'lat': 45.4830969, 'lng': 9.217334699999999}",Famoso Fusion,ChIJD8kh6-jGhkcRDxyzgLv1sLc,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Abruzzi, 76, Milano",4.3,607.0,2.0
5916,25618,OPERATIONAL,"{'lat': 45.4829005, 'lng': 9.223366899999998}","Pecora Matta, Arrosticini d'Abruzzo - Milano",ChIJPU1JCJjHhkcRdCZ_PBHQBlU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale Lombardia, 23, Milano",4.5,129.0,
5917,25620,OPERATIONAL,"{'lat': 45.4829261, 'lng': 9.2238937}",Al Less,ChIJbf5s7-_GhkcRJADI1x36r-c,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale Lombardia, 28, Milano",4.0,487.0,2.0
5918,25622,OPERATIONAL,"{'lat': 45.4831102, 'lng': 9.2234192}",I Siciliani,ChIJFdpTF0XHhkcR7MkFMAzgT4M,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Viale Lombardia, 25, Milano",3.6,54.0,2.0
5919,25625,OPERATIONAL,"{'lat': 45.482313, 'lng': 9.228097400000003}",NEKKO Sushi Ramen House,ChIJHQblT0XHhkcRZL7Q1StaP-c,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Felice Poggi, 2, Milano",4.4,113.0,
5920,25631,OPERATIONAL,"{'lat': 45.4827512, 'lng': 9.2297028}",Pizzeria Punto It,ChIJZ3aGr_DGhkcRfFRbNJ6RoOA,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Teodosio, 3, Milano",4.2,221.0,1.0
5921,25633,OPERATIONAL,"{'lat': 45.4822954, 'lng': 9.23014}",Bentobus•Piola,ChIJ66eJtPDGhkcRT6uWtwPrag8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giuseppe Ponzio, 82, Milano",3.8,309.0,1.0
5922,25634,OPERATIONAL,"{'lat': 45.48234300000001, 'lng': 9.230139500000002}",CUCINA ASIATICA,ChIJc3iEs_DGhkcRpxF-N4ZmgoQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giovanni Pacini, 34, Milano",,,
5923,25635,OPERATIONAL,"{'lat': 45.4823231, 'lng': 9.230152600000002}",Pizzeria,ChIJezCAs_DGhkcRF8UCoNwgnOg,"['restaurant', 'food', 'point_of_interest', 'establishment']",Italy,5.0,1.0,
5926,25645,OPERATIONAL,"{'lat': 45.4829777, 'lng': 9.2306876}",Ce Piace - Osteria Romana,ChIJ237xbzfHhkcRVMfbDwPur-o,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Giovanni Pacini, 37, Milano",4.6,100.0,
5927,25647,OPERATIONAL,"{'lat': 45.48316559999999, 'lng': 9.230201999999998}",Bestia,ChIJZ5upkZPHhkcRJ-B1EtSYBGY,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Teodosio, 4, Milano",4.6,282.0,
5928,25655,OPERATIONAL,"{'lat': 45.4825001, 'lng': 9.234401199999999}",Happy Bar,ChIJs-O1jffGhkcRu7xM5WBnMTQ,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Antonio Grossich, 16, Milano",4.4,112.0,1.0
5929,25661,OPERATIONAL,"{'lat': 45.482921, 'lng': 9.2368651}",Panificio tia a Lambrate,ChIJG3N4tY7HhkcRT_lEiobUnbk,"['restaurant', 'food', 'point_of_interest', 'establishment']","angolo con, Via Carlo Valvassori Peroni76, Via Averardo Buschi, Milano",5.0,1.0,
5930,25664,OPERATIONAL,"{'lat': 45.4826249, 'lng': 9.2395937}",Mauro & Luisa,ChIJnbJP31nGhkcRf37tUpEvcyg,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale delle Rimembranze di Lambrate, 7, Milano",4.3,68.0,
5931,25665,OPERATIONAL,"{'lat': 45.4823509, 'lng': 9.239618799999999}",Trattoria Commercio,ChIJnbJP31nGhkcRQYbgo8X2nXQ,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale delle Rimembranze di Lambrate, 7, Milano",4.1,121.0,1.0
5933,25671,OPERATIONAL,"{'lat': 45.4824299, 'lng': 9.2403323}",Pizzeria,ChIJUQtD3fvHhkcR9-GyHwoFgAg,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale delle Rimembranze di Lambrate, Milano",,,
5934,25677,OPERATIONAL,"{'lat': 45.4829472, 'lng': 9.241159600000001}",Sakr Hussein,ChIJSQ5BQ1fGhkcRbjd-mQfCa5Y,"['restaurant', 'food', 'point_of_interest', 'establishment']","Viale delle Rimembranze di Lambrate, 11, Milano",3.0,1.0,
5935,25684,OPERATIONAL,"{'lat': 45.4827247, 'lng': 9.2472788}",Tramé - Laboratorio,ChIJmTTorrfHhkcRQXs1PivYDRU,"['restaurant', 'food', 'point_of_interest', 'establishment']","Capannone, Via Privata Oslavia, 17/19, Milano",2.5,2.0,
5937,25692,OPERATIONAL,"{'lat': 45.4835985, 'lng': 9.104784400000003}",Trattoria Solidale @ Cascina Bellaria,ChIJD5k_pvrBhkcR1M1l831no4E,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Cascina Bellaria, 90, Milano",4.2,294.0,
5938,25694,OPERATIONAL,"{'lat': 45.4840028, 'lng': 9.104785}",Chiosco di Michele,ChIJpzMJid3BhkcRAw3CmdOpqMs,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Cascina Bellaria, 92, Milano",4.5,2.0,
5939,25696,OPERATIONAL,"{'lat': 45.483229, 'lng': 9.1380252}","Ribot Restaurant, Milano",ChIJn4mXg6HBhkcRrnzFv2yPXR8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Marco Cremosano, 41, Milano",4.5,3415.0,3.0
5940,25699,OPERATIONAL,"{'lat': 45.48333900000001, 'lng': 9.1473192}",GeD Bar Coyote,ChIJgbApvQvBhkcRraRrF0JYL3U,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Meloria, 24, Milano",4.4,29.0,1.0
5941,25718,OPERATIONAL,"{'lat': 45.4839673, 'lng': 9.163448100000002}",Pallini Lamberto E Contratti Gabriella Sdf,ChIJXZvhghbBhkcRbfM__8n-GZQ,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Lodovico Castelvetro, 6, Milano",,,
5943,25721,OPERATIONAL,"{'lat': 45.48382669999999, 'lng': 9.163685599999999}",Zenci Asian Restaurant Milano,ChIJCbUJgRbBhkcReJ1IlDkXU9U,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Piero della Francesca, 31, Milano",5.0,1.0,
5945,25723,OPERATIONAL,"{'lat': 45.4839938, 'lng': 9.163389300000004}",Osteria Del Mare,ChIJt7BM4HLBhkcRvj97Kk7N_Tw,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Lodovico Castelvetro, 6, Milano",4.2,91.0,
5946,25724,OPERATIONAL,"{'lat': 45.4839223, 'lng': 9.163714}",Lievità Sempione - Pizzeria Gourmet,ChIJFXWQZSXBhkcRgF6JZBfV-fg,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Piero della Francesca, 31, Milano",3.8,167.0,
5948,25726,OPERATIONAL,"{'lat': 45.4840443, 'lng': 9.163487300000002}",Rosticceria l. Cantoni,ChIJsUTagxbBhkcREk1bJTT2UDY,"['restaurant', 'point_of_interest', 'food', 'establishment']",Italy,,,
5949,25727,OPERATIONAL,"{'lat': 45.4840442, 'lng': 9.163808}",Il Gusto di Virdis,ChIJk2s-gBbBhkcRYqdijPuRiE8,"['liquor_store', 'bar', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Via Piero della Francesca, 38, Milano",4.7,309.0,2.0
5950,25728,OPERATIONAL,"{'lat': 45.4837319, 'lng': 9.164301}",La Rosa dei Venti,ChIJ89jd1hXBhkcR7Lhqwxv-zt0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Piero della Francesca, 34, Milano",4.4,388.0,3.0
5951,25731,OPERATIONAL,"{'lat': 45.4835858, 'lng': 9.164279500000001}",Noma29,ChIJM_3A1RXBhkcRy7KeeS0uL1w,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Piero della Francesca, 29, Milano",4.3,623.0,2.0
5952,25737,OPERATIONAL,"{'lat': 45.4840532, 'lng': 9.163803000000003}",Sapori Solari - La Pescheria,ChIJe54iTBXBhkcReo-yKqDhO0Q,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Piero della Francesca, 38, Milano",4.4,154.0,
5954,25739,OPERATIONAL,"{'lat': 45.483229, 'lng': 9.165177599999998}",Focacceria,ChIJKeC85xXBhkcRWXjS9xHljuI,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Piero della Francesca, 28, Milano",,,
5955,25742,OPERATIONAL,"{'lat': 45.48318949999999, 'lng': 9.1652339}",Auto Kebab,ChIJuUer26HBhkcRl2OPO3SRyKo,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Angelo Poliziano, Milano",4.3,4.0,
5956,25744,OPERATIONAL,"{'lat': 45.4835435, 'lng': 9.1655739}",Koki,ChIJT-jV4RXBhkcRnACTVxkwHRY,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Angelo Poliziano, 12, Milano",4.3,145.0,1.0
5957,25749,OPERATIONAL,"{'lat': 45.483325, 'lng': 9.1652904}",La Torre del Mangia...Mi,ChIJO7xdChbBhkcRPCIaH5cGmsQ,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Angelo Poliziano, 10, Milano",4.3,234.0,3.0
5958,25757,OPERATIONAL,"{'lat': 45.483936, 'lng': 9.165388}",Mama Rosa,ChIJIU4ydRbBhkcRVy5wC5y_x1A,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Angelo Poliziano, 13, Milano",4.5,254.0,1.0
5959,25797,OPERATIONAL,"{'lat': 45.4832142, 'lng': 9.168089499999999}",Gastronobio,ChIJvz_odD7BhkcRAg1zwpOorBQ,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']","Via Andrea Mantegna, 9, Milano",3.9,11.0,
5960,25810,OPERATIONAL,"{'lat': 45.4836111, 'lng': 9.1702778}",Pizzium - Via Procaccini,ChIJi2oSJDzBhkcRuQx-Nrt0j_w,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giulio Cesare Procaccini, 30, Milano",4.4,3341.0,2.0
5962,25815,OPERATIONAL,"{'lat': 45.4835646, 'lng': 9.170262100000002}",Mama Eat,ChIJMeqXrMXBhkcRmVRg4AF1ccI,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giulio Cesare Procaccini, 32, Milano",4.1,1300.0,2.0
5963,25816,OPERATIONAL,"{'lat': 45.4833607, 'lng': 9.170383900000001}",Cocciuto,ChIJ_fxMU1zBhkcRtrUVpBNm2oo,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giulio Cesare Procaccini, 33, Milano",4.2,97.0,
5964,25820,OPERATIONAL,"{'lat': 45.4837704, 'lng': 9.170836099999999}",A'Riccione Bistrot & Restaurant,ChIJXV9dIzzBhkcRVEhLrWB2r_0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Giulio Cesare Procaccini, 28, Milano",4.5,600.0,4.0
