,Index,business_status,geometry,name_google,place_id,price_level_google,rating_google,types,total_reviews_google,address
99,318,OPERATIONAL,"{'lat': 45.4155455, 'lng': 9.1695726}",Pizzeria Tramonti,ChIJw0avQYLEhkcR1K_egtGFBQI,,4.2,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",93.0,"Via Gratosoglio, 99A, Milano"
100,323,OPERATIONAL,"{'lat': 45.4144386, 'lng': 9.175942299999999}",Vita Bistrot,ChIJ6yB9UYTEhkcRqgJyGAhVphc,,,"['restaurant', 'point_of_interest', 'food', 'establishment']",,"Via dei Missaglia, 89, Milano"
101,324,OPERATIONAL,"{'lat': 45.414953, 'lng': 9.176276000000003}","Gustop - Ristorante, Bar, Catering",ChIJyzcsAYzEhkcRpViQU-S64JA,1.0,4.1,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']",111.0,"Via Selvanesco, 77, Milano"
102,329,OPERATIONAL,"{'lat': 45.4162556, 'lng': 9.1772362}",Pizzeria da Tito,ChIJQc7k1YXEhkcRFdBUhFrjKlw,,4.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",88.0,"Via Ettore Bugatti, 11, Milano"
103,330,OPERATIONAL,"{'lat': 45.4162556, 'lng': 9.1772362}",Bistro' terrazze,ChIJdwib-yXFhkcR0Pz0uVqxkts,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",34.0,"Via Ettore Bugatti, 11, Milano"
104,331,OPERATIONAL,"{'lat': 45.4162556, 'lng': 9.1772362}",Molini Besozzi Marzoli,ChIJQc7k1YXEhkcRI6btHtJ3dHk,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Ettore Bugatti, 11, Milano"
105,342,OPERATIONAL,"{'lat': 45.4159051, 'lng': 9.239568000000002}",Borgo Nuovo Restaurant Lounge,ChIJAdVhfXXFhkcRfNqSKXrq22o,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",246.0,"Via San Bernardo, 16, Milano"
106,343,OPERATIONAL,"{'lat': 45.41579540000001, 'lng': 9.2401305}",Locanda Chiaravalle,ChIJLeEdfXXFhkcR94FVCoea8IM,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via San Bernardo, 36, Milano"
107,349,OPERATIONAL,"{'lat': 45.4157156, 'lng': 9.2614886}",Piada e bollicine,ChIJpeX5ZGrPhkcR9UISpnPCFeY,,4.3,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",128.0,"Via Strasburgo, 3E, San Donato Milanese"
108,350,OPERATIONAL,"{'lat': 45.4162365, 'lng': 9.260890300000002}",Pizza Am San Donato,ChIJHZp9NpHFhkcRKIS7S24ZIpQ,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",152.0,"Via Strasburgo, 1, San Donato Milanese"
109,351,OPERATIONAL,"{'lat': 45.4161072, 'lng': 9.2622688}",Giardino D'Oriente,ChIJq2Qwz3_PhkcRDhFL9gwAA5w,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",204.0,"Via Emilia, 18 Bis, San Donato Milanese"
110,352,OPERATIONAL,"{'lat': 45.4151165, 'lng': 9.264155799999997}",Meriggi Gastronomica,ChIJi9p9F3_PhkcR80RuPp8VOks,2.0,4.5,"['meal_takeaway', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",162.0,"Via Martiri Cefalonia, 6, San Donato Milanese"
111,353,OPERATIONAL,"{'lat': 45.4157305, 'lng': 9.264756799999999}",Ristorante Pizzeria Il Camino di Ugo Serra - San Donato Milanese,ChIJuS9GGH_PhkcRI4pAtLdJ7JQ,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",518.0,"Via Martiri Cefalonia, 21, San Donato Milanese"
112,355,OPERATIONAL,"{'lat': 45.4152324, 'lng': 9.263679200000002}",Caffè La Pieve,ChIJa4LAWXnPhkcRnX8UfYokp3o,2.0,4.5,"['cafe', 'bar', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",173.0,"Via Martiri Cefalonia, 4, San Donato Milanese"
113,356,OPERATIONAL,"{'lat': 45.415201, 'lng': 9.264089799999999}",baslòtt,ChIJowR2IaHPhkcRqkuU39PJkoc,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",26.0,"Via Martiri Cefalonia, 6, San Donato Milanese"
114,358,PERMANENTLY_CLOSED,"{'lat': 45.4164853, 'lng': 9.2631984}",Mensa del comune,ChIJNWKkTH7PhkcRl7N0mXEOfW8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via della Libertà, 24, San Donato Milanese"
115,368,OPERATIONAL,"{'lat': 45.4152966, 'lng': 9.2712798}",Il Timone ristorante,ChIJFzZJ5HfPhkcRFZ_8251f2Z4,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",291.0,"Via Europa, 22, San Donato Milanese"
116,377,OPERATIONAL,"{'lat': 45.4148789, 'lng': 9.278954299999997}",Ice Cafè,ChIJqd5bznXPhkcRAD-6jd7ckGc,2.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",219.0,"Via Felice Maritano, snc, San Donato Milanese"
117,378,OPERATIONAL,"{'lat': 45.4160182, 'lng': 9.276707899999998}",Il Pontile,ChIJcb5A7nbPhkcRCjyzYNj_Fhw,2.0,3.9,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",475.0,"Via I Maggio, 8, San Donato Milanese"
118,382,OPERATIONAL,"{'lat': 45.4168882, 'lng': 9.070624900000002}",Ca'Solare,ChIJZ6h7SybohkcR_OBOv_Egymo,2.0,3.8,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",909.0,"Via Circonvallazione, 45, Trezzano sul Naviglio"
119,383,OPERATIONAL,"{'lat': 45.4184929, 'lng': 9.0700513}",La Piazzetta,ChIJCwzzdibohkcRQZsswhLL1VU,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",79.0,"Largo Risorgimento, 3, Trezzano sul Naviglio"
120,385,OPERATIONAL,"{'lat': 45.41739809999999, 'lng': 9.0702831}",Trattoria da Maurizio,ChIJS25xhCbohkcRSCRy7c7np4E,1.0,4.3,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']",310.0,"Via Circonvallazione, 28, Trezzano sul Naviglio"
121,386,OPERATIONAL,"{'lat': 45.4179301, 'lng': 9.0702534}",Antica Osteria Da TORO,ChIJvXLUoBzphkcRuGDmtNjj4GI,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",75.0,"Via Vittorio Veneto, 11, Trezzano sul Naviglio"
122,387,OPERATIONAL,"{'lat': 45.41807250000001, 'lng': 9.070456}",Pizzeria Naplè,ChIJI1rzEhvphkcRizxpiGRxaYE,,4.9,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",46.0,"Via Vittorio Veneto, 14/15, Trezzano sul Naviglio"
123,388,OPERATIONAL,"{'lat': 45.41812849999999, 'lng': 9.0704294}",Pizzeria Del Ponte,ChIJPwVgeSbohkcRp38O8gtYMgE,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Vittorio Veneto, 13, Trezzano sul Naviglio"
124,389,OPERATIONAL,"{'lat': 45.417627, 'lng': 9.0712042}",Corte Salterio,ChIJrcmQiibohkcR_geh7AU4gtw,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Roma, Trezzano sul Naviglio"
125,390,OPERATIONAL,"{'lat': 45.4187157, 'lng': 9.069917599999998}",Pizza Al Trancio Mordicchio,ChIJ6Tml3iXohkcRay0yKdoPaVw,1.0,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",62.0,"Viale Indipendenza, Trezzano sul Naviglio"
126,391,OPERATIONAL,"{'lat': 45.4184612, 'lng': 9.0711211}",Osteria Del Ponte,ChIJzwfabybohkcRYzY_E-aCzWk,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",569.0,"Via Vittorio Veneto, 22, Trezzano sul Naviglio"
127,393,OPERATIONAL,"{'lat': 45.41884989999999, 'lng': 9.071191799999998}",L'Angolo Sul Naviglio,ChIJ_ydjbSbohkcR1029bm6smm4,2.0,4.4,"['restaurant', 'bar', 'point_of_interest', 'food', 'establishment']",407.0,"Via Salvatore Quasimodo, 19, Trezzano sul Naviglio"
128,402,OPERATIONAL,"{'lat': 45.41881170000001, 'lng': 9.072256999999999}",O' Vesuvio,ChIJ_4RqPybohkcRTV2jSvRzWBE,2.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",2594.0,"Via Vittorio Veneto, 37, Trezzano sul Naviglio"
129,406,PERMANENTLY_CLOSED,"{'lat': 45.4185806, 'lng': 9.075972799999999}",isola dei sapori,ChIJQcNMqGHphkcR9_Uu7QOjpdI,,,"['restaurant', 'point_of_interest', 'food', 'establishment']",,"Via P. Mascagni, 9, Trezzano sul Naviglio"
130,408,OPERATIONAL,"{'lat': 45.4190917, 'lng': 9.076053}",La Meridionale,ChIJaVtJ-CfohkcRbPSzsSL806Q,1.0,4.6,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",251.0,"Via Giovanni Pascoli, 24, Trezzano sul Naviglio"
131,410,OPERATIONAL,"{'lat': 45.41883120000001, 'lng': 9.077161300000002}",Trattoria Trezzanese,ChIJdaphgNDDhkcRyhud_6EZ1lc,,4.1,"['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",121.0,"Via San Cristoforo, 50, Trezzano sul Naviglio"
132,411,OPERATIONAL,"{'lat': 45.4192479, 'lng': 9.076568499999997}",PIZZERIA-KEBAB IL GUSTO,ChIJl0MAVJ3ChkcRJk2o0YAbDq0,1.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",81.0,"Via San Cristoforo, 4, Trezzano sul Naviglio"
133,413,OPERATIONAL,"{'lat': 45.4180751, 'lng': 9.1095895}",Pizzeria Kebab Emilia,ChIJ_f9PFPDChkcRS4r55a8k-KU,1.0,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']",87.0,"Via Emilia, 29-31, Buccinasco"
134,415,OPERATIONAL,"{'lat': 45.417378, 'lng': 9.112216799999997}",Hummus Around Lab,ChIJM1h64zbDhkcRPerMQRQiPC4,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Lazio, 10, Buccinasco"
135,418,OPERATIONAL,"{'lat': 45.4165947, 'lng': 9.1159634}",Tourlé LaPizzeria e ilGrill Buccinasco,ChIJW35Iq-TChkcR7JLabrKVRZg,1.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",1826.0,"Via della Resistenza, 115, Buccinasco"
136,422,OPERATIONAL,"{'lat': 45.41920469999999, 'lng': 9.114372999999999}",Amy Sushi Buccinasco,ChIJq_xpqfvChkcR5y5Q8Ue_qPM,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",2114.0,"Via Emilia, 24, Buccinasco"
137,425,OPERATIONAL,"{'lat': 45.41753, 'lng': 9.1188826}",Centro cottura Camst Group,ChIJD8Cs4_zChkcRlYMGVEjBqBo,1.0,3.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",9.0,"Via Calabria, 17, Buccinasco"
138,432,OPERATIONAL,"{'lat': 45.4183382, 'lng': 9.1214016}",III Millennio,ChIJ21qlef3ChkcRNo8l3DAgs1k,2.0,4.0,"['bar', 'bakery', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",818.0,"Via Lomellina, 10/4, Buccinasco"
139,434,OPERATIONAL,"{'lat': 45.4180489, 'lng': 9.1218474}",Da Fede,ChIJ5e5g4prDhkcRnSqWtoArPWI,,4.9,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",32.0,"Via Lomellina, 10/5, Buccinasco"
140,435,OPERATIONAL,"{'lat': 45.4168908, 'lng': 9.122725599999997}",Daimyo Buccinasco,ChIJW53DewvDhkcR5Zx9XbRADLE,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",365.0,"Via Lomellina, 12/a, Buccinasco"
141,437,OPERATIONAL,"{'lat': 45.4180646, 'lng': 9.1227767}",TBG Burger & fries,ChIJ3SKP4hrDhkcRYuEblbJOqMM,,3.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",9.0,"Via Lomellina, 23, Buccinasco"
142,438,OPERATIONAL,"{'lat': 45.4170032, 'lng': 9.124115100000001}",Mc2 Sport Way,ChIJvQxB2wLDhkcRrC1xfheu3lo,,4.1,"['gym', 'beauty_salon', 'bar', 'health', 'restaurant', 'food', 'point_of_interest', 'establishment']",503.0,"Via Aldo Moro, 1, Buccinasco"
143,443,OPERATIONAL,"{'lat': 45.41694289999999, 'lng': 9.124178}",Fl!ck Restaurant,ChIJvQxB2wLDhkcRoa1D3LWSJLg,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",41.0,"Via Aldo Moro, 1, Buccinasco"
144,456,OPERATIONAL,"{'lat': 45.4193261, 'lng': 9.157824800000002}",Fratelli Diversi,ChIJEfq13nnDhkcRt8KjQrFWKi4,1.0,3.6,"['restaurant', 'point_of_interest', 'food', 'establishment']",511.0,"Via del Mare, 49, Milano"
145,457,OPERATIONAL,"{'lat': 45.4193156, 'lng': 9.157868}",프라텔리 식당,ChIJN1SRtLnDhkcR1N1LuokHtBQ,,,"['restaurant', 'point_of_interest', 'food', 'establishment']",,"Via del Mare, 49, Milano"
146,460,PERMANENTLY_CLOSED,"{'lat': 45.4167429, 'lng': 9.169387699999998}",Rm,ChIJx_gvHILEhkcRO90QEIZvWtg,,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"Via Gratosoglio, 108, Milano"
147,463,OPERATIONAL,"{'lat': 45.41715139999999, 'lng': 9.1702899}",Da Max Hamburger House,ChIJ65glVw7FhkcR5WtTAAUN1HY,,,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Teresa Noce, 5, Milano"
148,472,OPERATIONAL,"{'lat': 45.4188159, 'lng': 9.1745567}","Da kiro,2",ChIJDdAyYXHFhkcRhEkzB8MLXZk,,5.0,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",1.0,"Via Guido de Ruggiero, 8, Milano"
149,473,OPERATIONAL,"{'lat': 45.4187756, 'lng': 9.174799600000002}",Pizzeria Mina,ChIJAxpu1YbEhkcRFAW-rz536Cg,1.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",77.0,"Via Guido de Ruggiero, 4, Milano"
150,478,OPERATIONAL,"{'lat': 45.4166489, 'lng': 9.1777515}",Shon Cafè,ChIJ0SrmfobEhkcR_Ok2mucQzVo,1.0,4.1,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",418.0,"Via Ettore Bugatti, 7, Milano"
151,483,OPERATIONAL,"{'lat': 45.416966, 'lng': 9.178153600000002}",Bugatti Pizza - Pizza al Trancio,ChIJ0decy33FhkcRLe7-f3hcsCk,,4.8,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",122.0,"Via Ettore Bugatti, 5, Milano"
152,492,OPERATIONAL,"{'lat': 45.4191231, 'lng': 9.179327299999997}",A Casa di Rucci Ristorante,ChIJzbZGhxXFhkcRCf0VL31fVl8,,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",188.0,"Via Nicola Romeo, 5, Milano"
153,494,OPERATIONAL,"{'lat': 45.4186668, 'lng': 9.237983700000001}",Trattoria Al Laghett,ChIJUXl3zKHFhkcRiHoZYQUxVaY,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",695.0,"Via Sant'Arialdo, 126, Milano"
154,501,OPERATIONAL,"{'lat': 45.4179111, 'lng': 9.257395100000002}",La Corte Bistrot by “UNA cucina”,ChIJ8U_ra4HFhkcRhxfjytE_vDM,,4.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",4.0,"Via Maastricht, 3, San Donato Milanese"
155,502,OPERATIONAL,"{'lat': 45.41731809999999, 'lng': 9.2577952}",Bar Atlantic Esselunga,ChIJ3yaRtyXFhkcRQP8isxvg16E,,3.3,"['cafe', 'bar', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",38.0,"Via della Unione Europea, 8, San Donato Milanese"
156,503,PERMANENTLY_CLOSED,"{'lat': 45.4178801, 'lng': 9.257449000000001}",Ristorante G,ChIJPyQoFYHFhkcRGH90vYV32Rc,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Maastricht, 3, San Donato Milanese"
157,504,OPERATIONAL,"{'lat': 45.4191161, 'lng': 9.254349000000001}",Stoker Brasserie San Donato,ChIJkXaLf4PFhkcRJBwrFr-mLNw,2.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",499.0,"Piazza della Stazione, 1, San Donato Milanese"
158,505,OPERATIONAL,"{'lat': 45.4176698, 'lng': 9.2607058}",Osterietta,ChIJM8ZDloDFhkcRZXpSceeKLM0,2.0,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",940.0,"Strada Statale 9 Via Emilia, 26, San Donato Milanese"
159,509,OPERATIONAL,"{'lat': 45.41706149999999, 'lng': 9.2592331}",bob food and more,ChIJCTE2_VPFhkcREYOO9PGQkQE,2.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",513.0,"Piazza Bobbio, 1, San Donato Milanese"
160,510,OPERATIONAL,"{'lat': 45.4187138, 'lng': 9.2584628}",PIZZERIA KIRO 3 (halal),ChIJgU6AJYHFhkcRL7JGsucR0VY,1.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",174.0,"4/G, Via Bruxelles, San Donato Milanese"
161,511,OPERATIONAL,"{'lat': 45.4179736, 'lng': 9.2604016}",SottoSopra,ChIJS3W0lYDFhkcReo6kOdimzfU,2.0,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2166.0,"Via Emilia, 26/B, San Donato Milanese"
162,513,OPERATIONAL,"{'lat': 45.4188058, 'lng': 9.259642699999999}",Rapsody,ChIJg1T_quvFhkcRVzyIui7RfSM,,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",88.0,"Via Salvemini, 7, San Donato Milanese"
163,515,OPERATIONAL,"{'lat': 45.4191641, 'lng': 9.2595569}",Phoenicia,ChIJHSk8K4fFhkcR2ZO_vPkgtXE,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",1363.0,"Via Monte Bianco, 4, San Donato Milanese"
164,521,OPERATIONAL,"{'lat': 45.4172058, 'lng': 9.262353899999999}",Il Piccolo Cuoco,ChIJGw-ePH7PhkcRKIX3mv7bTMU,1.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",750.0,"Via della Libertà, 38, San Donato Milanese"
165,522,PERMANENTLY_CLOSED,"{'lat': 45.4172437, 'lng': 9.2623448}",Trattoria,ChIJCQLWOn7PhkcRCyjW4-RNBUw,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Eugenio Curiel, 14, San Donato Milanese"
166,529,OPERATIONAL,"{'lat': 45.41924579999999, 'lng': 9.2602923}",PIADINO,ChIJk-A_y1TFhkcRgay5AkZM7so,,4.5,"['restaurant', 'liquor_store', 'grocery_or_supermarket', 'bar', 'food', 'store', 'point_of_interest', 'establishment']",17.0,"Via della Libertà, 98, San Donato Milanese"
167,530,OPERATIONAL,"{'lat': 45.41922829999999, 'lng': 9.259409999999999}",L'isola,ChIJU05v1YbFhkcRSUd4I4umH0M,2.0,4.3,"['bakery', 'meal_delivery', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",819.0,"Via Salvemini, 3, San Donato Milanese"
168,574,OPERATIONAL,"{'lat': 45.419671, 'lng': 9.074047}",Bacco e Arianna Ristorante,ChIJK1EE1yfohkcRQfdmGHNlT_s,3.0,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",351.0,"Via Circonvallazione, 1, Trezzano sul Naviglio"
169,581,OPERATIONAL,"{'lat': 45.4206343, 'lng': 9.072505399999999}",Real Food Bistrot,ChIJzYiBWXXphkcRq8ZDvLKfArw,,4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",30.0,"Via Don Giacomo, Via Don Casaleggi, 4, Trezzano sul Naviglio"
170,584,PERMANENTLY_CLOSED,"{'lat': 45.4196262, 'lng': 9.0741509}",Incontri Ricordi Srl,ChIJK1EE1yfohkcRqCKW7surmW8,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Circonvallazione, 1, Trezzano sul Naviglio"
171,586,OPERATIONAL,"{'lat': 45.4209537, 'lng': 9.073622300000002}",LA GRADISCA,ChIJj7D2GXvphkcRwDWH739Mgpo,,3.2,"['restaurant', 'cafe', 'night_club', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",39.0,"Via Don Casaleggi, 4, Trezzano sul Naviglio"
172,609,OPERATIONAL,"{'lat': 45.4213301, 'lng': 9.0818303}",Ristorante Cascina Antonietta,ChIJ13cbpIPChkcRklYDl6OvpZo,2.0,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",716.0,"Antonietta, Località Cascina, Trezzano sul Naviglio"
173,611,PERMANENTLY_CLOSED,"{'lat': 45.42105129999999, 'lng': 9.1077947}",Ristorante Gastronomia Goody Goody B.T.F. Srl,ChIJ8wmZO_HChkcRyKfoEEoTcd4,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Piazza Cavalieri di Vittorio Veneto, 11, Buccinasco"
174,612,OPERATIONAL,"{'lat': 45.421676, 'lng': 9.106574}",Ristorante Pizzeria New Paradise,ChIJ3Sp3UfHChkcRUl4J_GV1krQ,1.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",784.0,"Via Roma, 20, Buccinasco"
175,613,PERMANENTLY_CLOSED,"{'lat': 45.4209483, 'lng': 9.1083602}",Domus Frau S.R.L.,ChIJf_KkL4nDhkcRN5PYjUqa1Rg,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Piazza Cavalieri di Vittorio Veneto, 23, Buccinasco"
176,618,OPERATIONAL,"{'lat': 45.4206337, 'lng': 9.113811499999999}",Baia Blu Ristorante Pizzeria,ChIJBU96NvrChkcRtygx-VTT5Ko,1.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",585.0,"Via della Resistenza, 15/B, Buccinasco"
177,619,OPERATIONAL,"{'lat': 45.4196184, 'lng': 9.1134798}",Bonaventura Music Club,ChIJMV2arZTDhkcREzdym4zPfHo,2.0,4.2,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",261.0,"Via Modena, 15, Buccinasco"
178,620,OPERATIONAL,"{'lat': 45.4195473, 'lng': 9.114195500000001}",Osteria Del Mare,ChIJh0diTzrDhkcRdEl7Pw_995E,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via della Resistenza, 33, Peschiera Borromeo"
179,622,OPERATIONAL,"{'lat': 45.4206337, 'lng': 9.113811499999999}",Miyabi,ChIJWWH_tF7ChkcRcelrVKJlTnE,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",188.0,"Via della Resistenza, 15/b, Buccinasco"
180,635,PERMANENTLY_CLOSED,"{'lat': 45.4207407, 'lng': 9.1193081}",Pizzeria Bruno Ottavio Vincenzo,ChIJF378I_zChkcRr-i9vmHSgjQ,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,"Via Emilia, 1, Buccinasco"
181,636,OPERATIONAL,"{'lat': 45.4207507, 'lng': 9.1193447}",MAESTRO ISTANBUL,ChIJC400XXzDhkcR6BNiDa_pO7I,1.0,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",162.0,"Via Emilia, 1, Buccinasco"
182,638,OPERATIONAL,"{'lat': 45.4204447, 'lng': 9.120435800000001}",Food House Snc di Giglio Michele e C.,ChIJWVE7ef7ChkcRqqNzWXluGjk,1.0,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",194.0,"Viale Lomellina, 1, Buccinasco"
183,646,OPERATIONAL,"{'lat': 45.4214666, 'lng': 9.119773999999998}",Ecclesia Cafè,ChIJYxXZj_7ChkcRG4BbD2r7i3k,1.0,4.2,"['bar', 'cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",5.0,"Viale Lombardia, 8, Buccinasco"
184,653,OPERATIONAL,"{'lat': 45.4217579, 'lng': 9.122046200000002}",American Barbecue Milano,ChIJ-2lRR3vDhkcRt-qMrV9WXCM,,5.0,"['cafe', 'bar', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",26.0,"Via Marzabotto, 3, Buccinasco"
185,661,OPERATIONAL,"{'lat': 45.41976199999999, 'lng': 9.155415999999999}",Autogrill,ChIJAV-VGnfDhkcRmzRAHY51AWQ,2.0,3.4,"['restaurant', 'supermarket', 'grocery_or_supermarket', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",1508.0,"Via del Mare, 34, Milano"
186,676,OPERATIONAL,"{'lat': 45.4197222, 'lng': 9.1777778}",Cristian Pizzeria Ristorante,ChIJd11HuofEhkcRXq-UrhJM2Rw,1.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",279.0,"Via Nicola Romeo, 6, Milano"
187,685,OPERATIONAL,"{'lat': 45.4199474, 'lng': 9.192944899999999}",Al Garghet,ChIJ2TuYqYvEhkcRZ6J0guPGTLM,3.0,4.5,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",4218.0,"Via Selvanesco, 36, Milano"
188,688,OPERATIONAL,"{'lat': 45.4214956, 'lng': 9.204021400000002}",La Taverna,ChIJ0ys27FnEhkcRepS2oLRBNso,2.0,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']",513.0,"Via Giuseppe Ripamonti, 340, Milano"
189,689,OPERATIONAL,"{'lat': 45.4215621, 'lng': 9.204149200000002}",Jump In The Past di Pedonesi Rodolfo,ChIJ0ys27FnEhkcRj-QM4VZxjFw,,3.6,"['restaurant', 'point_of_interest', 'food', 'establishment']",7.0,"Via Giuseppe Ripamonti, 334, Milano"
190,690,OPERATIONAL,"{'lat': 45.421906, 'lng': 9.2042276}",Carbonara Ristorante,ChIJySBNjpzFhkcRAXgMoEI5RnA,,3.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,"Via Giuseppe Ripamonti, Milano"
191,700,OPERATIONAL,"{'lat': 45.4217208, 'lng': 9.256498899999999}",Caffè Minerva,ChIJzfTW64bFhkcR2VB_Tl3Yczg,2.0,4.1,"['cafe', 'bar', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",1524.0,"Piazzale Supercortemaggiore, 3, San Donato Milanese"
192,702,OPERATIONAL,"{'lat': 45.4206495, 'lng': 9.2590975}",Hotel Santa Barbara,ChIJZ2HKxYbFhkcRCc5UGiXgA5g,,4.2,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",831.0,"Piazzale Supercorte Maggiore, 4, San Donato Milanese"
193,703,OPERATIONAL,"{'lat': 45.4199014, 'lng': 9.2606139}",Nonna Emilia - Moderna Trattoria,ChIJH0FJOYfFhkcRYSDXq5iHS54,2.0,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",2054.0,"Via Monte Bianco, 33, San Donato Milanese"
194,704,OPERATIONAL,"{'lat': 45.420391, 'lng': 9.258476900000002}",Chemona,ChIJoZygxobFhkcR1uXxrQKWOqc,2.0,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",148.0,"Piazzale Supercortemaggiore, 2, San Donato Milanese"
