trip,similar
 Jd Ristorante Cinese,"[{'score': 82, 'google': 'QIYUN RISTORANTE CINESE', 'formatted_google': 'qiyunristorantecinese'}, {'score': 82, 'google': 'Ristorante Cesare', 'formatted_google': 'ristorantecesare'}, {'score': 94, 'google': 'Ristorante Cinese', 'formatted_google': 'ristorantecinese'}, {'score': 94, 'google': 'Ristorante Cinese', 'formatted_google': 'ristorantecinese'}, {'score': 80, 'google': 'Ristorante Cinese Felice', 'formatted_google': 'ristorantecinesefelice'}, {'score': 80, 'google': 'Ristorante Cinese Ruihao', 'formatted_google': 'ristorantecineseruihao'}, {'score': 84, 'google': 'Ristorante Cinese Zhao', 'formatted_google': 'ristorantecinesezhao'}, {'score': 82, 'google': 'Ristorante Italo Cinese', 'formatted_google': 'ristoranteitalocinese'}, {'score': 82, 'google': 'Ristorante Italo-Cinese', 'formatted_google': 'ristoranteitalocinese'}]"
 Jamm Restaurant Pizza & Gourmet,"[{'score': 85, 'google': 'CAMM - Ristorante & Pizza Gourmet', 'formatted_google': 'cammristorantepizzagourmet'}]"
 Ji Li Ravioleria,[]
 Jindalai,[]
 Jin Sushi Restaurant,"[{'score': 82, 'google': 'Bonses Sushi Restaurant', 'formatted_google': 'bonsessushirestaurant'}, {'score': 80, 'google': 'Insieme Restaurant', 'formatted_google': 'insiemerestaurant'}, {'score': 84, 'google': 'KAITO SUSHI RESTAURANT', 'formatted_google': 'kaitosushirestaurant'}, {'score': 81, 'google': 'Kobe Sushi Restaurant', 'formatted_google': 'kobesushirestaurant'}, {'score': 84, 'google': 'Light Sushi Restaurant', 'formatted_google': 'lightsushirestaurant'}, {'score': 91, 'google': 'MIsushi Restaurant', 'formatted_google': 'misushirestaurant'}, {'score': 89, 'google': 'Misushi 2 restaurant', 'formatted_google': 'misushi2restaurant'}, {'score': 84, 'google': 'Taiyo Sushi Restaurant', 'formatted_google': 'taiyosushirestaurant'}, {'score': 82, 'google': 'Usaghi Restaurant', 'formatted_google': 'usaghirestaurant'}, {'score': 82, 'google': 'li shui restaurant', 'formatted_google': 'lishuirestaurant'}]"
 Jin Yong,[]
 Jiaclubmilano,[]
 Jin Taiyo,[]
 Jigger Food and Cocktail Bar,"[{'score': 86, 'google': 'Jigger Food & Cocktail', 'formatted_google': 'jiggerfoodcocktail'}]"
 Jo Cafè Bistrot,"[{'score': 88, 'google': 'HoF Café & Bistrot', 'formatted_google': 'hofcafébistrot'}]"
 JiaoZi e Bollicine - Chinitaly,[]
 John Barleycorn,"[{'score': 100, 'google': 'John Barleycorn', 'formatted_google': 'johnbarleycorn'}]"
 Joia,"[{'score': 100, 'google': 'Joia', 'formatted_google': 'joia'}]"
 Joe Cipolla,[]
 Johann Sebastian Bar,[]
 Jolly Due,"[{'score': 100, 'google': 'Jolly Due', 'formatted_google': 'jollydue'}]"
 Joy Grill,"[{'score': 100, 'google': 'Joy Grill', 'formatted_google': 'joygrill'}]"
 Johnny's,[]
 Jollibee,[]
 Johnny Take Ué - Bligny,[]
 Johnny Take Ue',"[{'score': 96, 'google': 'Johnny Take Ué', 'formatted_google': 'johnnytakeué'}]"
 Joy Coffee & Green,[]
 Joy's,[]
 Jubin II,"[{'score': 83, 'google': 'Jubin', 'formatted_google': 'jubin'}]"
 Josephine Coffee Bar,[]
 Juice Bar,[]
 JuiceBar,[]
 Just Café,[]
 Joy Milano,"[{'score': 80, 'google': 'Milano', 'formatted_google': 'milano'}, {'score': 80, 'google': 'milano', 'formatted_google': 'milano'}]"
 Juicebar,[]
 K 2,[]
 Jumping da Gigi,[]
 Judo Sushi Ristorante,[]
 KE Pizza,"[{'score': 100, 'google': 'Ke Pizza', 'formatted_google': 'kepizza'}]"
 KFC,"[{'score': 100, 'google': 'KFC', 'formatted_google': 'kfc'}]"
 KFC,"[{'score': 100, 'google': 'KFC', 'formatted_google': 'kfc'}]"
 KD House,"[{'score': 100, 'google': 'KD House', 'formatted_google': 'kdhouse'}]"
 Jun Tai Tavola Calda,[]
 KFC,"[{'score': 100, 'google': 'KFC', 'formatted_google': 'kfc'}]"
 KAPE,[]
 KIOSKO sushi and more,"[{'score': 100, 'google': 'Kiosko sushi and more', 'formatted_google': 'kioskosushiandmore'}]"
 Just Corso Como,"[{'score': 81, 'google': 'Just Corso Como Milano', 'formatted_google': 'justcorsocomomilano'}]"
 KOS,[]
 K2 TRATTORIA TOSCANA,"[{'score': 94, 'google': 'Trattoria Toscana', 'formatted_google': 'trattoriatoscana'}]"
 Kaito Sushi,"[{'score': 80, 'google': 'Amico Sushi', 'formatted_google': 'amicosushi'}, {'score': 86, 'google': 'Kaiten sushi', 'formatted_google': 'kaitensushi'}, {'score': 80, 'google': 'Kasei Sushi', 'formatted_google': 'kaseisushi'}]"
 Kai Fa,[]
 Kamii,"[{'score': 100, 'google': 'Kamii', 'formatted_google': 'kamii'}]"
 Kama,"[{'score': 100, 'google': 'Kama', 'formatted_google': 'kama'}]"
 Just Cafè Pacini,[]
 Kalamaro Piadinaro,[]
 Just Cavalli Milano - Restaurant,[]
 K-kaiseki Sushi Restaurant - Milano,[]
 KIMKAMEAMEA CAFE',[]
 Kanji EVO,"[{'score': 100, 'google': 'Kanji Evo', 'formatted_google': 'kanjievo'}]"
 Kanji Centrale,"[{'score': 100, 'google': 'Kanji Centrale', 'formatted_google': 'kanjicentrale'}]"
 Kairos Café,[]
 Kanji,[]
 Kanpai,[]
 Kami sushi bar,"[{'score': 80, 'google': 'Sushi Bar', 'formatted_google': 'sushibar'}]"
 Kanji Fusion,[]
 Kanji Light,"[{'score': 90, 'google': 'KENJI LIGHT', 'formatted_google': 'kenjilight'}]"
 Kabul Grill Shisha Place Bicocca,[]
 Kandoo Nippon Restaurant,"[{'score': 84, 'google': 'Kandoo Restaurant', 'formatted_google': 'kandoorestaurant'}]"
 Kardmum Junction,"[{'score': 100, 'google': 'Kardmum Junction', 'formatted_google': 'kardmumjunction'}]"
 Kappou Ninomiya,"[{'score': 100, 'google': 'Kappou NINOMIYA', 'formatted_google': 'kappouninomiya'}]"
 Kalamaro Piadinaro Piazza XXV Aprile,[]
 Kaori,[]
 Kashima Sushi,"[{'score': 100, 'google': 'Kashima sushi', 'formatted_google': 'kashimasushi'}]"
 Kaprikorn,[]
 Kapuziner,[]
 Katkut,[]
 Kasei,[]
 Kashmir,[]
 Katryn Caffè,[]
 Kaze Sushi,"[{'score': 80, 'google': 'Kaiten sushi', 'formatted_google': 'kaitensushi'}, {'score': 84, 'google': 'Kasei Sushi', 'formatted_google': 'kaseisushi'}, {'score': 84, 'google': 'Kazan Sushi', 'formatted_google': 'kazansushi'}, {'score': 84, 'google': 'Kazan Sushi', 'formatted_google': 'kazansushi'}, {'score': 82, 'google': 'Zen Sushi', 'formatted_google': 'zensushi'}]"
 Kayama,"[{'score': 83, 'google': 'Hayama', 'formatted_google': 'hayama'}, {'score': 80, 'google': 'Kama', 'formatted_google': 'kama'}]"
 Kebab Pizzeria Kirmina,"[{'score': 100, 'google': 'Kebab Pizzeria Kirmina', 'formatted_google': 'kebabpizzeriakirmina'}]"
 Kashmir Takeway Halal Food,[]
 Kashmir Takeaway Halal Food,[]
 Kebap Point Hela Ayman,"[{'score': 100, 'google': 'Kebap Point Hela Ayman', 'formatted_google': 'kebappointhelaayman'}]"
 Kebab Masala,[]
 Kebab Amir,[]
 Kebab Goha,[]
 Kazan Japanese Restaurant,"[{'score': 82, 'google': 'Iyu Japanese Restaurant', 'formatted_google': 'iyujapaneserestaurant'}]"
 Kiku,"[{'score': 100, 'google': 'Kiku', 'formatted_google': 'kiku'}]"
 Kebabbar Navigli,[]
 Kebab Aksaray Istanbul,[]
 Kiku,"[{'score': 100, 'google': 'Kiku', 'formatted_google': 'kiku'}]"
 Kim Bar,"[{'score': 100, 'google': 'Kim Bar', 'formatted_google': 'kimbar'}]"
 Kebab Pizzeria Monfalcone,"[{'score': 88, 'google': 'Pizzeria Monfalcone', 'formatted_google': 'pizzeriamonfalcone'}]"
 Killer,"[{'score': 100, 'google': 'Killer', 'formatted_google': 'killer'}]"
 Kebhouze,[]
 Kebabbar Star Zagros,"[{'score': 83, 'google': 'Kebap Bar Pizza Star Zagros', 'formatted_google': 'kebapbarpizzastarzagros'}]"
 Kindii,[]
 Kindii Baan Thai,"[{'score': 100, 'google': 'KINDII Baan Thai', 'formatted_google': 'kindiibaanthai'}]"
 Kelly Bar,[]
 Kineo café,[]
 Kisen Mora,[]
 Kebhouze - Sarpi,[]
 Kitchen Society,"[{'score': 100, 'google': 'Kitchen Society', 'formatted_google': 'kitchensociety'}]"
 Kinn Fusion Restaurant,"[{'score': 89, 'google': 'Fusion Restaurant', 'formatted_google': 'fusionrestaurant'}, {'score': 85, 'google': 'Onda Fusion Restaurant', 'formatted_google': 'ondafusionrestaurant'}, {'score': 83, 'google': 'Reiwa Fusion Restaurant', 'formatted_google': 'reiwafusionrestaurant'}, {'score': 90, 'google': 'Shin Fusion Restaurant', 'formatted_google': 'shinfusionrestaurant'}, {'score': 86, 'google': 'Takumi Fusion restaurant', 'formatted_google': 'takumifusionrestaurant'}, {'score': 80, 'google': 'Zhen Asian Fusion Restaurant', 'formatted_google': 'zhenasianfusionrestaurant'}]"
 Kiss Bar,[]
 Kobe Sushi,"[{'score': 100, 'google': 'KOBE Sushi', 'formatted_google': 'kobesushi'}]"
 Kindai Japanese Fusion Taste,[]
 Kingyo,[]
 Kebhouze - Porta Genova,[]
 Kiosko Sushi and More - Tolstoi,"[{'score': 84, 'google': 'Kiosko sushi and more', 'formatted_google': 'kioskosushiandmore'}]"
 Kitchen Amore,"[{'score': 96, 'google': 'Kitchen @more', 'formatted_google': 'kitchenmore'}]"
 Kona Milano,"[{'score': 100, 'google': 'Kona Milano', 'formatted_google': 'konamilano'}]"
 Koji,[]
 Kola,[]
 Kobe,[]
 Kobe2,[]
 Komenn Thai,"[{'score': 100, 'google': 'Komenn Thai', 'formatted_google': 'komennthai'}]"
 Klondike Bar,[]
 Koshin,"[{'score': 100, 'google': 'Koshin', 'formatted_google': 'koshin'}]"
 Konami Evo,"[{'score': 100, 'google': 'Konami Evo', 'formatted_google': 'konamievo'}]"
 Kombu 4,"[{'score': 91, 'google': 'KOMBU', 'formatted_google': 'kombu'}]"
 Klima,[]
 Koi Japanese Restaurant,"[{'score': 90, 'google': 'Iyu Japanese Restaurant', 'formatted_google': 'iyujapaneserestaurant'}, {'score': 83, 'google': 'Mitsui 3 Japanese Restaurant', 'formatted_google': 'mitsui3japaneserestaurant'}]"
 Kota Radja,"[{'score': 100, 'google': 'Kota Radja', 'formatted_google': 'kotaradja'}]"
 Koinè Bistrò,[]
 Kungfu Bao,"[{'score': 100, 'google': 'Kung Fu Bao', 'formatted_google': 'kungfubao'}]"
 Krem,[]
 Kome Fusion Restaurant,"[{'score': 89, 'google': 'Fusion Restaurant', 'formatted_google': 'fusionrestaurant'}, {'score': 82, 'google': 'Kobe Sushi Restaurant', 'formatted_google': 'kobesushirestaurant'}, {'score': 89, 'google': 'Kome Fusion Sushi Restaurant', 'formatted_google': 'komefusionsushirestaurant'}, {'score': 85, 'google': 'Onda Fusion Restaurant', 'formatted_google': 'ondafusionrestaurant'}, {'score': 83, 'google': 'Reiwa Fusion Restaurant', 'formatted_google': 'reiwafusionrestaurant'}, {'score': 80, 'google': 'Shin Fusion Restaurant', 'formatted_google': 'shinfusionrestaurant'}, {'score': 86, 'google': 'Takumi Fusion restaurant', 'formatted_google': 'takumifusionrestaurant'}]"
 Kyo fusion,"[{'score': 100, 'google': 'Kyo Fusion', 'formatted_google': 'kyofusion'}]"
 Koshi Koba,[]
 Kronos Caffè,[]
 Kungfu Bao2,"[{'score': 95, 'google': 'Kung Fu Bao', 'formatted_google': 'kungfubao'}]"
 Kraken Mule,[]
 Koshitsu Sushi,[]
 Kyoto,[]
 Kusina Ni Lodi,"[{'score': 100, 'google': 'KUSINA ni LODI', 'formatted_google': 'kusinanilodi'}]"
 Kung Fu Bao 2,"[{'score': 95, 'google': 'Kung Fu Bao', 'formatted_google': 'kungfubao'}]"
 Kowa,[]
 L'Agristorante,"[{'score': 100, 'google': 'L`Agristorante', 'formatted_google': 'lagristorante'}]"
 L'Altra Taverna,"[{'score': 100, 'google': ""L'Altra Taverna"", 'formatted_google': 'laltrataverna'}]"
 Kyushu,"[{'score': 100, 'google': 'Kyushu', 'formatted_google': 'kyushu'}]"
 L'Albero del Pepe,"[{'score': 100, 'google': ""L'Albero del Pepe"", 'formatted_google': 'lalberodelpepe'}]"
 Kumo Sushi Bar Take Away,[]
 L'Altrimenti ci Arrabbiamo,"[{'score': 100, 'google': ""L'Altrimenti ci Arrabbiamo"", 'formatted_google': 'laltrimenticiarrabbiamo'}]"
 L' Arabesque,[]
 L'ALCHIMIA Ristorante & Lounge Bar,[]
 L'Alter Bar,[]
 L'Altro Gusto,[]
 L'Altro Tramezzino,[]
 L'Altro Bar,[]
 L' Appetitosa Rostizzeria,[]
 L'Angolo,"[{'score': 88, 'google': ""l'angolo27"", 'formatted_google': 'langolo27'}]"
 L'Angolo Nascosto,"[{'score': 100, 'google': ""L'Angolo Nascosto"", 'formatted_google': 'langolonascosto'}]"
 L'Altro Luca e Andrea,"[{'score': 97, 'google': ""L'Altro Luca & Andrea"", 'formatted_google': 'laltrolucaandrea'}]"
 L'Angolo Bar,"[{'score': 86, 'google': 'Angolo bar Mi', 'formatted_google': 'angolobarmi'}]"
 L'Angolo 27,"[{'score': 100, 'google': ""l'angolo27"", 'formatted_google': 'langolo27'}]"
 L'Angolo dei Sapori,"[{'score': 84, 'google': 'Angolo Del Sapore', 'formatted_google': 'angolodelsapore'}, {'score': 84, 'google': ""L'Angolo Di Napoli"", 'formatted_google': 'langolodinapoli'}]"
 L'Arca,"[{'score': 100, 'google': ""L'Arca"", 'formatted_google': 'larca'}]"
 L'Amùri Sicilian Restaurant,"[{'score': 88, 'google': ""L'Amùri Sicilian Restaurant Milano"", 'formatted_google': 'lamùrisicilianrestaurantmilano'}]"
 L'Angolo Dell'Aperitivo,[]
 L'Anima del Gusto,"[{'score': 80, 'google': ""L'artista del gusto"", 'formatted_google': 'lartistadelgusto'}]"
 L'Ambrata The Italian Pub,[]
 L'Isola del Tesoro,"[{'score': 100, 'google': ""L'Isola del Tesoro"", 'formatted_google': 'lisoladeltesoro'}]"
 L'Aquilone,[]
 L'Antica Pizzeria da Michele,"[{'score': 83, 'google': 'Pizzeria da Michele', 'formatted_google': 'pizzeriadamichele'}]"
 L'Angolo di Casa Milano,"[{'score': 81, 'google': ""L'Angolo di Casa"", 'formatted_google': 'langolodicasa'}]"
" L'Impasto - Pasta, pane e cucina","[{'score': 100, 'google': ""L'IMPASTO - Pasta, Pane e Cucina"", 'formatted_google': 'limpastopastapaneecucina'}]"
 L'Angolo del Panino e Tutto Svapo,[]
 L'Antro della Sibilla,[]
 L'Anima - True Food & Drinks,[]
 L'Entita',[]
 L'Isolotto,"[{'score': 100, 'google': ""L'Isolotto"", 'formatted_google': 'lisolotto'}]"
 L'Isola della Pizza,"[{'score': 100, 'google': ""L'Isola della Pizza"", 'formatted_google': 'lisoladellapizza'}]"
 L'Oste Italiano,"[{'score': 100, 'google': ""L'Oste Italiano"", 'formatted_google': 'losteitaliano'}]"
 L'Ostel,"[{'score': 83, 'google': ""L'Osterì"", 'formatted_google': 'losterì'}]"
 L'Oro di Napoli,"[{'score': 83, 'google': 'Il Re di Napoli', 'formatted_google': 'ilredinapoli'}, {'score': 81, 'google': ""L'Angolo Di Napoli"", 'formatted_google': 'langolodinapoli'}]"
 L'Orto Di Brera,[]
 L'Uccellina,"[{'score': 100, 'google': ""L'Uccellina"", 'formatted_google': 'luccellina'}]"
 L'Osterietta Brera,[]
 L'Arte del Panino di Pino,[]
 L'Immagine Ristorante Bistrot,"[{'score': 81, 'google': 'IUTA Ristorante Bistrot', 'formatted_google': 'iutaristorantebistrot'}]"
 L'Italia in Cucina,"[{'score': 81, 'google': 'Lile in Cucina', 'formatted_google': 'lileincucina'}]"
 L'Oasi con Giardino,[]
 L'amour Cafe,"[{'score': 86, 'google': 'Glamour Caffè', 'formatted_google': 'glamourcaffè'}, {'score': 90, 'google': 'Glamour Cafè', 'formatted_google': 'glamourcafè'}]"
 L'Isola della Piadina - Repubblica,[]
 L'altra Ringhiera,[]
 L'Ov Milano Premuda,[]
 L'angolo,"[{'score': 88, 'google': ""l'angolo27"", 'formatted_google': 'langolo27'}]"
 L'angolo del Gusto,"[{'score': 100, 'google': ""L'Angolo del Gusto"", 'formatted_google': 'langolodelgusto'}]"
 L'Ov Milano - Via Vincenzo Monti,[]
 L'angolo Del Pane,[]
 L'artigiano Della Vera Pizza Napoletana,"[{'score': 100, 'google': ""L'artigiano della Vera Pizza Napoletana"", 'formatted_google': 'lartigianodellaverapizzanapoletana'}]"
 L'angolo della Pizza,"[{'score': 100, 'google': ""L'Angolo Della Pizza"", 'formatted_google': 'langolodellapizza'}]"
 L'aragosta innamorata,"[{'score': 100, 'google': ""L'Aragosta Innamorata"", 'formatted_google': 'laragostainnamorata'}]"
 L'angolo Del Panino,[]
 L'arte Dei Sapori,[]
 L'artista del gusto,"[{'score': 100, 'google': ""L'artista del gusto"", 'formatted_google': 'lartistadelgusto'}]"
 L'angolo Dello Sfizio DA Toto' E Ciccio,[]
 L'angolo Gustoso,"[{'score': 83, 'google': ""L'Angolo del Gusto"", 'formatted_google': 'langolodelgusto'}]"
 L'antica Michetta,[]
 L'isola Del Gusto,"[{'score': 80, 'google': ""L'artista del gusto"", 'formatted_google': 'lartistadelgusto'}]"
 LA TRADIZIONALE,"[{'score': 100, 'google': 'La Tradizionale', 'formatted_google': 'latradizionale'}]"
 L'isola Di Gennaro Esposito,"[{'score': 94, 'google': 'L’isola di Gennaro Esposito', 'formatted_google': 'l’isoladigennaroesposito'}]"
 LAUREL Ristocafè,[]
 L'isola della Piadina,"[{'score': 82, 'google': ""L'Isola della Pizza"", 'formatted_google': 'lisoladellapizza'}, {'score': 92, 'google': 'L’Isola Della Piadina', 'formatted_google': 'l’isoladellapiadina'}]"
 L'arte della pizza,"[{'score': 80, 'google': 'Isola della Pizza', 'formatted_google': 'isoladellapizza'}, {'score': 82, 'google': 'La Bottega della Pizza', 'formatted_google': 'labottegadellapizza'}, {'score': 80, 'google': 'La Boutique della Pizza', 'formatted_google': 'laboutiquedellapizza'}, {'score': 82, 'google': 'La bottega della pizza', 'formatted_google': 'labottegadellapizza'}]"
 L'insolita Pescheria,"[{'score': 92, 'google': 'L’insolita pescheria', 'formatted_google': 'l’insolitapescheria'}]"
 L. z. pasticceria,"[{'score': 86, 'google': 'Malìa Pasticceria', 'formatted_google': 'malìapasticceria'}, {'score': 92, 'google': 'Pasticceria', 'formatted_google': 'pasticceria'}]"
 La Baia dal 1969,"[{'score': 100, 'google': 'La Baia dal 1969', 'formatted_google': 'labaiadal1969'}]"
 LUX Gourmet Social Club,"[{'score': 100, 'google': 'LUX Gourmet Social Club', 'formatted_google': 'luxgourmetsocialclub'}]"
 LO SPACCIO - Cucina Tradizionale Italiana,"[{'score': 100, 'google': 'Lo Spaccio - Cucina Tradizionale Italiana', 'formatted_google': 'lospacciocucinatradizionaleitaliana'}]"
 La Baita del Formaggio,"[{'score': 100, 'google': 'La Baita del Formaggio', 'formatted_google': 'labaitadelformaggio'}]"
 LITTLE ITALY - via Borsieri,[]
 L'officina del Pane,"[{'score': 85, 'google': ""L'Officina Del Pesce"", 'formatted_google': 'lofficinadelpesce'}, {'score': 81, 'google': 'Officina Del Pesce', 'formatted_google': 'officinadelpesce'}, {'score': 97, 'google': 'Officina del Pane', 'formatted_google': 'officinadelpane'}]"
 LE PETIT CAFE' s.a.s di Rosalba Galati & c.,[]
" LA FOCACCERIA - Fiordiponti dal 1982, corso Magenta",[]
 La Bodeguita del Medio,"[{'score': 100, 'google': 'La Bodeguita del Medio', 'formatted_google': 'labodeguitadelmedio'}]"
 La Barraca,"[{'score': 80, 'google': 'LA BARCACCIA', 'formatted_google': 'labarcaccia'}, {'score': 88, 'google': 'La Barca', 'formatted_google': 'labarca'}]"
 La Bicocca,[]
 La Botte,[]
 La Belle Alliance,[]
 La Battagliera,[]
 La Basilicata,[]
 La Bottega Della Piada,"[{'score': 100, 'google': 'La Bottega della Piada', 'formatted_google': 'labottegadellapiada'}]"
 La Bottega Della Pizza,"[{'score': 100, 'google': 'La Bottega della Pizza', 'formatted_google': 'labottegadellapizza'}]"
 La Bottega Della Pizza,"[{'score': 100, 'google': 'La Bottega della Pizza', 'formatted_google': 'labottegadellapizza'}]"
 La Bottega del Capestrano,"[{'score': 100, 'google': 'La Bottega del Capestrano', 'formatted_google': 'labottegadelcapestrano'}]"
 La Birreria Italiana Milano Piero della Francesca,[]
 La Birreria Italiana Milano Darsena,"[{'score': 87, 'google': 'La Birreria Italiana - Milano', 'formatted_google': 'labirreriaitalianamilano'}, {'score': 81, 'google': 'La Birreria Italiana | Milano Bicocca', 'formatted_google': 'labirreriaitalianamilanobicocca'}]"
 La Bottega Di Via Laghetto,"[{'score': 100, 'google': 'La Bottega di via Laghetto', 'formatted_google': 'labottegadivialaghetto'}]"
 La Bottega Del Corso,[]
 La Bottega 12,[]
 La Bottega,"[{'score': 82, 'google': 'Bottegas', 'formatted_google': 'bottegas'}]"
 La Bracioleria,"[{'score': 100, 'google': 'La Bracioleria', 'formatted_google': 'labracioleria'}]"
 La Bottega Del Pane,"[{'score': 80, 'google': 'La Bottega della Piada', 'formatted_google': 'labottegadellapiada'}, {'score': 80, 'google': 'La Bottega della Pizza', 'formatted_google': 'labottegadellapizza'}, {'score': 80, 'google': 'La bottega della pizza', 'formatted_google': 'labottegadellapizza'}]"
 La Bottega di Lomi,[]
 La Bottega Moscatelli,[]
 La Brocca,"[{'score': 80, 'google': 'La Barca', 'formatted_google': 'labarca'}]"
 La Briciola,[]
 La Bottega Del Vino Milano,[]
 La Bufalotta,"[{'score': 100, 'google': 'LA BUFALOTTA', 'formatted_google': 'labufalotta'}]"
 La Buttiga Beer Room Martesana,"[{'score': 100, 'google': 'La Buttiga Beer Room Martesana', 'formatted_google': 'labuttigabeerroommartesana'}]"
 La Bussola di Colombo,"[{'score': 100, 'google': 'La Bussola di Colombo', 'formatted_google': 'labussoladicolombo'}]"
 La Brasserie de Milan Restaurant,[]
 La Brisa,"[{'score': 86, 'google': 'La Brasa', 'formatted_google': 'labrasa'}]"
 La Brasserie di Greco,[]
 La Buca di San Vincenzo,[]
 La Buona Bottega,[]
 La Caffeina,"[{'score': 90, 'google': 'La Cafferia', 'formatted_google': 'lacafferia'}]"
 La Calabrisella,"[{'score': 100, 'google': 'La Calabrisella', 'formatted_google': 'lacalabrisella'}]"
 La Caletta,"[{'score': 82, 'google': 'La Cappelletta', 'formatted_google': 'lacappelletta'}, {'score': 82, 'google': 'La Cappelletta', 'formatted_google': 'lacappelletta'}]"
 La Cafferia - Viale Certosa,[]
 La Buttiga Franco's Room,[]
 La Cantinetta,"[{'score': 100, 'google': 'La Cantinetta', 'formatted_google': 'lacantinetta'}]"
 La Cappa,"[{'score': 100, 'google': 'La Cappa', 'formatted_google': 'lacappa'}]"
 La Cantinetta,"[{'score': 100, 'google': 'La Cantinetta', 'formatted_google': 'lacantinetta'}]"
 La Cantina Del Mangia,[]
 La Cannoleria Gourmet & Co,[]
 La Cantina di Franco,[]
 La Caffétteria Dell'Ombra,[]
 La Cappelletta,"[{'score': 100, 'google': 'La Cappelletta', 'formatted_google': 'lacappelletta'}]"
