Unnamed: 0,title,r_bubbles,r_number,cook_type,expensive
291, Il Secco - bollicine italiane,"Punteggio 4,5 su 5",148 recensioni,"Italiana, Wine Bar",2.5
292, Il Paiolo dal 1973,"Punteggio 4,0 su 5",342 recensioni,"Italiana, Pesce",2.5
293, Il Liberty,"Punteggio 4,0 su 5",629 recensioni,"Italiana, Pesce",€€€€
295, El Gaucho Ristorante Argentino,"Punteggio 4,5 su 5",934 recensioni,"Steakhouse, Latino americana",€€€€
296, Bicerin Milano,"Punteggio 4,5 su 5",477 recensioni,"Mediterranea, Europea",2.5
297, Yuzu,"Punteggio 4,5 su 5",586 recensioni,"Giapponese, Pesce",€€€€
298, DeRos,"Punteggio 4,5 su 5",203 recensioni,"Italiana, Pesce",€€€€
299, Trattoria Sole,"Punteggio 4,5 su 5",319 recensioni,"Italiana, Mediterranea",2.5
300, Ristorante Indiano Just India,"Punteggio 4,0 su 5",575 recensioni,Indiana,2.5
301, Ristorante Al Porto,"Punteggio 4,5 su 5",997 recensioni,Pesce,€€€€
302, Ristorante Piazza Repubblica,"Punteggio 4,5 su 5",842 recensioni,"Italiana, Pesce",€€€€
303, Su Garden,"Punteggio 4,5 su 5",1.000 recensioni,"Cinese, Pesce",2.5
304, Prog,"Punteggio 4,5 su 5",270 recensioni,?,2.5
305, Viva,"Punteggio 4,5 su 5",136 recensioni,"Italiana, Pesce",1
306, Osteria Al Portone,"Punteggio 4,5 su 5",694 recensioni,"Italiana, Mediterranea",2.5
307, Mi Casa Toasteria - Turro,"Punteggio 4,5 su 5",1.257 recensioni,"Fast food, Italiana",1
308, Bertamè Trattoria,"Punteggio 4,5 su 5",1.096 recensioni,"Italiana, Pesce",2.5
309, Uzbek,"Punteggio 4,5 su 5",323 recensioni,"Russa, Uzbeca",2.5
310, Giannasi 1967,"Punteggio 4,5 su 5",488 recensioni,"Italiana, Fast food",1
311, Alhambra Risto Veg,"Punteggio 4,0 su 5",933 recensioni,"Italiana, Salutistica",1
312, Il Mannarino - Tenca,"Punteggio 4,5 su 5",490 recensioni,"Italiana, Steakhouse",2.5
313, Faccio Cose Vedo Gente,"Punteggio 4,5 su 5",580 recensioni,"Italiana, Mediterranea",2.5
314, Lee's Korean Restaurant Nagrin,"Punteggio 4,0 su 5",342 recensioni,"Asiatica, Coreana",2.5
315," Tiraboschi 6 - Chiacchiere, Vino & Cucina","Punteggio 4,5 su 5",193 recensioni,"Italiana, Pesce",2.5
316, risoelatte,"Punteggio 4,5 su 5",1.921 recensioni,"Italiana, Mediterranea",2.5
317, Henry's Cafe,"Punteggio 4,5 su 5",340 recensioni,"Italiana, Bar",1
318, Locanda Perbellini Bistrot,"Punteggio 4,5 su 5",520 recensioni,"Italiana, Mediterranea",2.5
319, Paper Moon Giardino,"Punteggio 4,5 su 5",444 recensioni,Italiana,€€€€
321, Ristorante Nabucco,"Punteggio 4,5 su 5",2.088 recensioni,"Italiana, Lombarda",2.5
322, Tano Passami L'olio,"Punteggio 4,5 su 5",641 recensioni,"Italiana, Pesce",€€€€
323, Bianca,"Punteggio 4,5 su 5",723 recensioni,"Italiana, Pesce",€€€€
324, Locanda del Menarost,"Punteggio 4,0 su 5",489 recensioni,"Italiana, Lombarda",2.5
325, Tartufotto,"Punteggio 4,5 su 5",1.310 recensioni,"Italiana, Mediterranea",€€€€
327, Ristorante Ampere 57,"Punteggio 4,5 su 5",335 recensioni,"Italiana, Pesce",2.5
328, Joia,"Punteggio 4,5 su 5",2.034 recensioni,"Italiana, Europea",€€€€
329, Norman,"Punteggio 4,0 su 5",1.776 recensioni,"Italiana, Lombarda",2.5
330, Ai 3 Fratelli,"Punteggio 4,5 su 5",280 recensioni,"Italiana, Pizza",1
331, L'Antro della Sibilla,"Punteggio 4,0 su 5",1.065 recensioni,"Pesce, Italiana",2.5
332, Flower Burger,"Punteggio 4,5 su 5",1.352 recensioni,Fast food,1
333, Capuano's,"Punteggio 4,5 su 5",1.031 recensioni,"Italiana, Pizza",2.5
334, Passione Pizzeria,"Punteggio 4,5 su 5",195 recensioni,"Italiana, Pizza",2.5
335, Nonna Maria Osteria Romana,"Punteggio 4,0 su 5",825 recensioni,"Italiana, Mediterranea",2.5
336, Osteria Mamma Rosa,"Punteggio 4,5 su 5",2.758 recensioni,"Italiana, Lombarda",2.5
337, Bomaki Sanzio,"Punteggio 4,0 su 5",1.339 recensioni,"Giapponese, Brasiliana",2.5
338, Rubacuori,"Punteggio 4,5 su 5",335 recensioni,"Italiana, Pesce",€€€€
339, SPIB Pizza,"Punteggio 4,5 su 5",614 recensioni,Pizza,1
340, Luna Rossa,"Punteggio 4,0 su 5",701 recensioni,"Italiana, Pizza",1
341, Route 66 American Diner,"Punteggio 4,5 su 5",224 recensioni,"Americana, Steakhouse",2.5
342, Ba Restaurant,"Punteggio 4,5 su 5",1.095 recensioni,"Cinese, Pesce",€€€€
343, Sumire,"Punteggio 4,5 su 5",609 recensioni,"Giapponese, Pesce",2.5
344, Monzù Bistrot,"Punteggio 4,5 su 5",107 recensioni,"Italiana, Pesce",2.5
345, Mami Cafe,"Punteggio 4,5 su 5",492 recensioni,"Giapponese, Pesce",2.5
346, Langosteria Café,"Punteggio 4,5 su 5",664 recensioni,"Italiana, Pesce",€€€€
347, Corallium Ristorante,"Punteggio 4,5 su 5",167 recensioni,"Italiana, Pesce",€€€€
348, Osteria Fara,"Punteggio 4,0 su 5",1.389 recensioni,"Italiana, Pizza",2.5
349, Ristorante Warsa,"Punteggio 4,5 su 5",1.425 recensioni,"Salutistica, Etiope",2.5
350, Ostriche & Vino,"Punteggio 4,0 su 5",627 recensioni,"Italiana, Francese",2.5
351, IL MIO Pizza & Restaurant,"Punteggio 4,0 su 5",289 recensioni,"Italiana, Argentina",2.5
353, Ristorante al Grissino,"Punteggio 4,0 su 5",618 recensioni,"Italiana, Pesce",€€€€
354, Stendhal Milano,"Punteggio 4,0 su 5",1.129 recensioni,"Italiana, Pesce",2.5
355, Spoon,"Punteggio 4,5 su 5",332 recensioni,"Giapponese, Pesce",2.5
356, Gli Artigiani della Pizza,"Punteggio 4,5 su 5",447 recensioni,"Italiana, Pizza",1
357, Borgia - Milano,"Punteggio 5,0 su 5",84 recensioni,"Italiana, Pesce",€€€€
359, Copacabana Temakeria -Brazilian sushi,"Punteggio 4,0 su 5",881 recensioni,"Giapponese, Brasiliana",2.5
360, Ristorante Aladino,"Punteggio 4,0 su 5",713 recensioni,"Mediorientale, Libanese",2.5
361, Osteria della conca fallata,"Punteggio 4,0 su 5",329 recensioni,"Italiana, Mediterranea",2.5
362, Fra Diavolo Milano,"Punteggio 4,5 su 5",242 recensioni,"Italiana, Pizza",2.5
363, Marecrudo,"Punteggio 4,5 su 5",233 recensioni,"Pesce, Italiana",€€€€
364, N'ata - Espressioni di pizza,"Punteggio 4,5 su 5",289 recensioni,"Italiana, Pizza",2.5
365, Trattoria della Gloria,"Punteggio 4,0 su 5",501 recensioni,"Italiana, Mediterranea",2.5
366, Ristorante Pizzeria Monopoli,"Punteggio 4,0 su 5",446 recensioni,"Italiana, Pizza",2.5
367, Caffe del Lupo,"Punteggio 4,5 su 5",288 recensioni,"Italiana, Mediterranea",2.5
368, Arepa'z ristorante venezuelano,"Punteggio 4,0 su 5",626 recensioni,"Latino americana, Venezuelana",1
369, Langosteria Bistrot,"Punteggio 4,0 su 5",984 recensioni,"Italiana, Pesce",€€€€
370, Le Striatelle,"Punteggio 4,5 su 5",894 recensioni,"Italiana, Mediterranea",1
371, La TrattOsteria de Milan,"Punteggio 4,5 su 5",260 recensioni,"Italiana, Lombarda",2.5
372, Ristorante Don Carlos,"Punteggio 4,5 su 5",353 recensioni,"Italiana, Mediterranea",€€€€
373, Dongiò,"Punteggio 4,0 su 5",956 recensioni,"Italiana, Mediterranea",2.5
374, Pizzeria Loredani,"Punteggio 4,5 su 5",115 recensioni,Pizza,2.5
375, Osteria della Darsena,"Punteggio 4,0 su 5",498 recensioni,"Italiana, Pesce",2.5
376, Ribot Bistrot,"Punteggio 4,0 su 5",848 recensioni,"Italiana, Pesce",€€€€
377, Omacasé Sushiteca,"Punteggio 4,5 su 5",218 recensioni,"Giapponese, Sushi",2.5
378, La Taverna della Trisa,"Punteggio 4,5 su 5",535 recensioni,"Pesce, Europea",2.5
379, Ristorante Nectare,"Punteggio 4,5 su 5",985 recensioni,"Mediterranea, Italiana",€€€€
380, Il Solferino,"Punteggio 4,0 su 5",1.386 recensioni,"Italiana, Pesce",€€€€
381, Restaurant Andry Gira,"Punteggio 4,0 su 5",957 recensioni,"Italiana, Pesce",2.5
382, Osteria Da Fortunata - Milano,"Punteggio 4,0 su 5",528 recensioni,"Italiana, Romana",2.5
383, Locatelli Milano,"Punteggio 4,0 su 5",378 recensioni,"Italiana, Pesce",2.5
385, La Taverna Gourmet,"Punteggio 4,0 su 5",518 recensioni,"Italiana, Pizza",€€€€
386, Osteria del Gnocco Fritto,"Punteggio 4,0 su 5",1.929 recensioni,"Italiana, Emiliana",2.5
387, Arrow's,"Punteggio 4,0 su 5",475 recensioni,"Italiana, Pesce",2.5
388, Ristorante Settembrini 18,"Punteggio 4,0 su 5",857 recensioni,"Italiana, Pizza",2.5
389, Pane al Pane Vino al Vino,"Punteggio 4,0 su 5",667 recensioni,"Italiana, Mediterranea",2.5
391, El Porteño Arena,"Punteggio 4,5 su 5",1.587 recensioni,"Steakhouse, Latino americana",€€€€
392, sushi ran bovisamilano,"Punteggio 4,0 su 5",449 recensioni,"Cinese, Giapponese",1
393, Brasserie Mediterranea,"Punteggio 4,0 su 5",423 recensioni,"Italiana, Pesce",2.5
394, Trattoria Fà Ballà L'Oeucc,"Punteggio 4,0 su 5",462 recensioni,"Italiana, Lombarda",1
395, Galeria Antica Trattoria,"Punteggio 4,0 su 5",1.160 recensioni,"Italiana, Mediterranea",2.5
396, Casa Ramen,"Punteggio 4,5 su 5",1.115 recensioni,"Giapponese, Asiatica",2.5
397, Trattoria Bolognese da Mauro,"Punteggio 4,0 su 5",792 recensioni,"Italiana, Emiliana",2.5
398, Nozomi,"Punteggio 4,0 su 5",446 recensioni,"Giapponese, Asiatica",2.5
399, La Risacca Blu,"Punteggio 4,5 su 5",746 recensioni,"Italiana, Pesce",€€€€
400, La Scaletta,"Punteggio 4,0 su 5",626 recensioni,"Italiana, Pesce",2.5
401, Dry Aged,"Punteggio 4,5 su 5",180 recensioni,"Steakhouse, Mediterranea",2.5
402, Caminetti del Sempione,"Punteggio 4,5 su 5",1.167 recensioni,"Mediterranea, Italiana",2.5
403, Chef J,"Punteggio 4,0 su 5",284 recensioni,"Cinese, Pesce",1
404, La Bracioleria,"Punteggio 4,0 su 5",1.068 recensioni,"Italiana, Pesce",2.5
405, Ginmi,"Punteggio 4,5 su 5",186 recensioni,"Asiatica, Coreana",2.5
406, Giappugliese,"Punteggio 4,5 su 5",881 recensioni,"Italiana, Giapponese",2.5
407, Stella d'Asia,"Punteggio 4,0 su 5",446 recensioni,"Cinese, Pesce",2.5
408, Lacerba Milano,"Punteggio 4,0 su 5",1.083 recensioni,"Italiana, Pesce",2.5
409, Sabbia d'Oro,"Punteggio 4,0 su 5",440 recensioni,"Italiana, Pizza",2.5
410, Sophia's Restaurant,"Punteggio 4,0 su 5",374 recensioni,"Italiana, Mediterranea",2.5
411, Benvenuto Milano,"Punteggio 4,5 su 5",133 recensioni,"Italiana, Pizza",2.5
412, Ristorante Il Faro Milano,"Punteggio 4,0 su 5",632 recensioni,"Italiana, Pesce",2.5
413, La Pìda se' Parsòt - Milano Bicocca,"Punteggio 4,5 su 5",220 recensioni,"Italiana, Fast food",1
414, Tikkaland,"Punteggio 4,5 su 5",106 recensioni,Indiana,?
415, Trattoria La Cucina De' Mibabbo,"Punteggio 4,0 su 5",794 recensioni,"Italiana, Mediterranea",2.5
417, Fuorifusto Birrosteria - Milano,"Punteggio 4,5 su 5",114 recensioni,"Italiana, Barbecue",2.5
418, Il Pizzaleo,"Punteggio 5,0 su 5",67 recensioni,"Italiana, Pizza",1
419, Massimo Pisati - La Cucina,"Punteggio 4,5 su 5",141 recensioni,"Italiana, Pesce",2.5
420, Toast To Coast Bicocca,"Punteggio 4,0 su 5",382 recensioni,"Italiana, Americana",2.5
421, Osteria Ten to Ten,"Punteggio 4,5 su 5",223 recensioni,Italiana (nord),2.5
423, Ristorante Cacio e Pepe,"Punteggio 4,0 su 5",1.756 recensioni,"Italiana, Mediterranea",2.5
424, Veranda,"Punteggio 4,0 su 5",353 recensioni,"Russa, Ucraina",2.5
425, Terrazza Calabritto Milano,"Punteggio 4,5 su 5",218 recensioni,"Italiana, Pesce",€€€€
426, Fujiyama Sushi bar,"Punteggio 4,5 su 5",344 recensioni,"Pesce, Sushi",2.5
427, Drinc. Different,"Punteggio 5,0 su 5",56 recensioni,Bar,2.5
428, Posto di Conversazione,"Punteggio 4,0 su 5",1.282 recensioni,?,2.5
429, Pizzeria Napulegna,"Punteggio 4,5 su 5",1.016 recensioni,"Italiana, Pizza",1
430, Cookbook,"Punteggio 4,0 su 5",506 recensioni,"Italiana, Mediterranea",2.5
431, Osteria dell'Acquabella,"Punteggio 4,0 su 5",872 recensioni,"Italiana, Lombarda",2.5
432, Tang Palace,"Punteggio 4,0 su 5",283 recensioni,"Cinese, Pesce",€€€€
433, Bebel,"Punteggio 4,0 su 5",385 recensioni,"Italiana, Pizza",2.5
434, SHIZEN Japanese Fusion Restaurant,"Punteggio 4,0 su 5",619 recensioni,"Cinese, Giapponese",2.5
435, Panini di Mare Milano Ticinese,"Punteggio 5,0 su 5",77 recensioni,"Italiana, Pesce",2.5
436, Ristorante Shri Ganesh,"Punteggio 4,0 su 5",430 recensioni,"Indiana, Asiatica",2.5
437, Osteria Le Pietre Cavate,"Punteggio 4,0 su 5",347 recensioni,"Italiana, Mediterranea",2.5
438, Armani Bamboo Bar,"Punteggio 4,5 su 5",846 recensioni,"Italiana, Bar",€€€€
439, El Cadreghin,"Punteggio 4,0 su 5",244 recensioni,"Italiana, Pesce",2.5
440, Olio - Cucina Fresca,"Punteggio 4,5 su 5",293 recensioni,"Italiana, Pesce",2.5
441, Chic'n Quick Trattoria Moderna,"Punteggio 4,0 su 5",657 recensioni,"Italiana, Pesce",2.5
442, Vala banco e cucina,"Punteggio 4,0 su 5",389 recensioni,"Italiana, Mediterranea",2.5
443, al Sorriso,"Punteggio 4,5 su 5",290 recensioni,"Italiana, Pesce",2.5
444, Ristorante Ta Hua,"Punteggio 4,0 su 5",1.462 recensioni,"Cinese, Pesce",2.5
445, Cinnamon Restaurant,"Punteggio 5,0 su 5",58 recensioni,"Asiatica, Cingalese",1
446, ENO' Bevo Vini Ribelli,"Punteggio 4,5 su 5",186 recensioni,"Italiana, Mediterranea",2.5
447, Bar Trattoria al 395,"Punteggio 4,0 su 5",393 recensioni,"Italiana, Pesce",1
449, StrEat,"Punteggio 4,5 su 5",137 recensioni,"Americana, Birreria",2.5
450, Pizza Bio,"Punteggio 4,5 su 5",106 recensioni,"Italiana, Pizza",2.5
451, DOU Asian Passion,"Punteggio 4,0 su 5",463 recensioni,"Cinese, Pesce",2.5
452, Sakura 2,"Punteggio 4,0 su 5",393 recensioni,"Giapponese, Pesce",2.5
453, Osteria Il Melograno,"Punteggio 4,0 su 5",571 recensioni,"Italiana, Mediterranea",2.5
455, Tsuru Sushi All'Osteria,"Punteggio 4,0 su 5",540 recensioni,"Giapponese, Pesce",2.5
456, Belle Donne Bistrot,"Punteggio 4,0 su 5",880 recensioni,"Italiana, Mediterranea",2.5
457, L'Agristorante,"Punteggio 4,0 su 5",411 recensioni,"Italiana, Mediterranea",2.5
458, Rosita Galletto e Birra,"Punteggio 4,5 su 5",77 recensioni,"Italiana, Barbecue",?
459, Azzurra Grill Ristorante Pizzeria,"Punteggio 4,0 su 5",469 recensioni,"Italiana, Pizza",2.5
460, Dawali,"Punteggio 4,0 su 5",785 recensioni,"Libanese, Mediterranea",2.5
461, Antica Pizzeria Leone,"Punteggio 4,0 su 5",1.265 recensioni,"Italiana, Pizza",2.5
462, Wicky's Innovative Japanese Cuisine,"Punteggio 4,0 su 5",455 recensioni,"Giapponese, Pesce",€€€€
463, La Brisa,"Punteggio 4,0 su 5",654 recensioni,"Italiana, Pesce",€€€€
464, La Bicocca,"Punteggio 4,0 su 5",355 recensioni,"Pesce, Italiana",2.5
465, Hostaria Borromei,"Punteggio 4,0 su 5",706 recensioni,"Italiana, Mediterranea",2.5
466, Ristorante Giuliano a Milano,"Punteggio 4,5 su 5",272 recensioni,"Italiana, Pesce",€€€€
467, Shati Bistrot Contemporaneo,"Punteggio 5,0 su 5",54 recensioni,Contemporanea,?
468, Björk Swedish Brasserie & Side Store,"Punteggio 4,0 su 5",761 recensioni,"Europea, Svedese",2.5
469, AmaMi,"Punteggio 4,0 su 5",647 recensioni,"Italiana, Pizza",2.5
470, Osteria Della Stazione,"Punteggio 4,0 su 5",546 recensioni,"Italiana, Wine Bar",2.5
471, Baobab Burger Organico,"Punteggio 4,0 su 5",606 recensioni,"Italiana, Americana",2.5
472, Basara - Sushi Pasticceria,"Punteggio 4,5 su 5",1.161 recensioni,"Giapponese, Pesce",€€€€
473, San Tomaso,"Punteggio 4,0 su 5",343 recensioni,"Italiana, Mediterranea",1
474, BA Ghetto,"Punteggio 4,0 su 5",307 recensioni,"Italiana, Mediorientale",2.5
475, Ristorante Shannara,"Punteggio 4,5 su 5",1.085 recensioni,"Italiana, Pesce",2.5
476, Bomaki City Life,"Punteggio 4,0 su 5",879 recensioni,"Sushi, Giapponese",2.5
477, Taverna degli Amici,"Punteggio 4,0 su 5",749 recensioni,"Italiana, Barbecue",2.5
478, Sicilian Brera,"Punteggio 4,5 su 5",178 recensioni,"Italiana, Mediterranea",2.5
479, Osteria la Tabina,"Punteggio 4,0 su 5",421 recensioni,"Italiana, Emiliana",1
481, Britos -Tacos Y Burritos,"Punteggio 4,5 su 5",61 recensioni,"Messicana, Americana",?
482, Da Gino Il Bonaparte,"Punteggio 4,5 su 5",197 recensioni,"Italiana, Pesce",2.5
483, la bettola di piero,"Punteggio 4,0 su 5",660 recensioni,"Italiana, Lombarda",2.5
484, Latteria Maffucci,"Punteggio 4,5 su 5",252 recensioni,"Italiana, Pesce",2.5
485, Trattoria al Toscanaccio,"Punteggio 4,0 su 5",348 recensioni,"Italiana, Pesce",2.5
487, Osteria Alla Grande,"Punteggio 4,0 su 5",1.091 recensioni,"Italiana, Lombarda",1
488, Langosteria,"Punteggio 4,5 su 5",1.893 recensioni,"Italiana, Pesce",€€€€
489, Tigella's,"Punteggio 4,0 su 5",540 recensioni,"Italiana, Emiliana",2.5
490, Belluccio's ristorante,"Punteggio 4,0 su 5",476 recensioni,"Italiana, Pesce",2.5
491, Pampas,"Punteggio 4,0 su 5",346 recensioni,"Brasiliana, Barbecue",2.5
492, MonteSoprano Restaurant,"Punteggio 4,5 su 5",91 recensioni,"Italiana, Barbecue",2.5
493, Trattoria Sabbioneda,"Punteggio 4,0 su 5",833 recensioni,"Italiana, Mediterranea",1
494, Pane E Tulipani,"Punteggio 4,0 su 5",770 recensioni,"Italiana, Pizza",2.5
495, La Tienda de Juan,"Punteggio 4,5 su 5",136 recensioni,"Spagnola, Catalana",2.5
496, Pizzeria Assaje,"Punteggio 4,0 su 5",2.540 recensioni,"Pizza, Italiana",2.5
497, Osteria Brunello,"Punteggio 4,0 su 5",1.514 recensioni,"Italiana, Mediterranea",2.5
498, Spazio,"Punteggio 4,0 su 5",967 recensioni,"Italiana, Mediterranea",€€€€
499, Trattoria Mirta,"Punteggio 4,0 su 5",811 recensioni,"Italiana, Mediterranea",2.5
500, Mao Hunan,"Punteggio 4,5 su 5",976 recensioni,"Cinese, Pesce",1
501, Don Lisander,"Punteggio 4,0 su 5",852 recensioni,"Italiana, Mediterranea",€€€€
502, Ristorante A' Riccione,"Punteggio 4,0 su 5",1.167 recensioni,"Pesce, Mediterranea",€€€€
503, Namaste’ Ristorante Indiano e Nepalese,"Punteggio 4,0 su 5",560 recensioni,"Indiana, Asiatica",2.5
504, Trattoria San Filippo Neri,"Punteggio 4,0 su 5",453 recensioni,"Italiana, Mediterranea",1
505, El Paso De Los Toros,"Punteggio 4,0 su 5",881 recensioni,"Latino americana, Barbecue",2.5
506, Albufera,"Punteggio 4,0 su 5",1.129 recensioni,"Pesce, Mediterranea",2.5
507, Dawat - Indian Restaurant,"Punteggio 4,0 su 5",728 recensioni,"Indiana, Asiatica",2.5
508, Salsamenteria di Parma,"Punteggio 4,0 su 5",1.972 recensioni,"Italiana, Mediterranea",2.5
509, Damm-atrà ristorante milanese,"Punteggio 4,0 su 5",1.381 recensioni,"Italiana, Mediterranea",2.5
510, Burger Wave Navigli,"Punteggio 4,0 su 5",1.143 recensioni,"Americana, Bar",1
511, Ristorante Pizzeria The Kitchen,"Punteggio 4,0 su 5",576 recensioni,"Italiana, Europea",2.5
513, Prime One Seven,"Punteggio 4,0 su 5",307 recensioni,"Italiana, Bar",2.5
514, Trattoria Toscana Il Cerchio,"Punteggio 4,0 su 5",378 recensioni,"Italiana, Pizza",2.5
515, Serendib,"Punteggio 4,0 su 5",925 recensioni,"Indiana, Asiatica",2.5
516, Vertical,"Punteggio 4,5 su 5",270 recensioni,"Italiana, Europea",2.5
517, Ristorante Manna,"Punteggio 4,0 su 5",781 recensioni,"Italiana, Mediterranea",2.5
519, Capriccio Ristorante Pizzeria,"Punteggio 4,0 su 5",396 recensioni,"Italiana, Siciliana",2.5
520, Daniel Canzian Ristorante,"Punteggio 4,0 su 5",545 recensioni,"Italiana, Pesce",€€€€
521, Zen Sushi Restaurant,"Punteggio 4,0 su 5",686 recensioni,"Giapponese, Pesce",2.5
522, Sa Buttega,"Punteggio 4,5 su 5",131 recensioni,"Italiana, Pesce",2.5
523, 4cento,"Punteggio 4,0 su 5",1.093 recensioni,"Mediterranea, Italiana",2.5
524, Casa Lodi,"Punteggio 4,0 su 5",1.121 recensioni,"Italiana, Mediterranea",2.5
525, La Sidreria,"Punteggio 4,0 su 5",1.454 recensioni,"Italiana, Lombarda",2.5
526, Il Gusto della Nebbia,"Punteggio 4,5 su 5",129 recensioni,Asiatica,2.5
527, Tandoori Bites,"Punteggio 4,5 su 5",170 recensioni,Indiana,2.5
528, Tara,"Punteggio 4,0 su 5",842 recensioni,"Indiana, Asiatica",2.5
529, Podkova,"Punteggio 4,0 su 5",252 recensioni,"Russa, Internazionale",2.5
530, Antica Trattoria Salutati,"Punteggio 4,0 su 5",537 recensioni,"Italiana, Mediterranea",2.5
531, Miyama,"Punteggio 4,0 su 5",471 recensioni,"Giapponese, Pesce",2.5
532, Non Solo Lesso,"Punteggio 4,0 su 5",887 recensioni,"Italiana, Mediterranea",2.5
533, Luini,"Punteggio 4,0 su 5",17.428 recensioni,"Italiana, Fast food",1
534, El Bechée,"Punteggio 4,0 su 5",456 recensioni,"Italiana, Barbecue",2.5
535, Poporoya Sushi Bar,"Punteggio 4,5 su 5",2.314 recensioni,"Giapponese, Pesce",2.5
536, Coke,"Punteggio 4,0 su 5",471 recensioni,"Italiana, Pizza",1
537, Ristorante Giannino dal 1899,"Punteggio 4,5 su 5",249 recensioni,"Italiana, Lombarda",€€€€
538, La Fettunta,"Punteggio 4,0 su 5",393 recensioni,"Italiana, Pizza",2.5
539, a'Mare Restaurant,"Punteggio 4,0 su 5",1.014 recensioni,"Italiana, Pesce",2.5
540, Ristorante & Pizzeria La Taverna,"Punteggio 4,0 su 5",411 recensioni,"Italiana (nord), Italiana (centro)",2.5
541, Pizzium - Via Buonarroti,"Punteggio 4,5 su 5",98 recensioni,"Pizza, Mediterranea",?
542, La Locanda Del Gatto Rosso Caffé e Bistrot,"Punteggio 4,5 su 5",118 recensioni,"Italiana, Bar",2.5
543, Olmetto,"Punteggio 4,5 su 5",284 recensioni,"Italiana, Pesce",2.5
545, Osteria Dei Malnat,"Punteggio 4,0 su 5",606 recensioni,"Italiana, Lombarda",2.5
546, Ristorante Acquada,"Punteggio 4,5 su 5",208 recensioni,"Italiana, Pesce",€€€€
547, Pasta à Gogo,"Punteggio 4,5 su 5",141 recensioni,"Italiana, Fast food",1
548, Limone Ristorante con Pizza,"Punteggio 4,0 su 5",866 recensioni,"Sushi, Grill",2.5
549, Bomaki Porta Venezia,"Punteggio 4,5 su 5",178 recensioni,"Giapponese, Brasiliana",2.5
551, Ai Balestrari sul Naviglio Pavese,"Punteggio 4,0 su 5",1.104 recensioni,"Italiana, Pizza",2.5
552, Bu:r,"Punteggio 4,5 su 5",102 recensioni,"Italiana, Mediterranea",€€€€
553, Dream Ristorante Coreano,"Punteggio 4,5 su 5",184 recensioni,"Asiatica, Coreana",2.5
554, Amore e Gusto,"Punteggio 4,5 su 5",113 recensioni,"Italiana, Pesce",2.5
555, L'Oste Italiano,"Punteggio 4,0 su 5",449 recensioni,"Italiana, Lombarda",1
556, Mi Garba Bistrot,"Punteggio 4,0 su 5",250 recensioni,"Italiana, Wine Bar",2.5
557, The Meatball Family,"Punteggio 4,0 su 5",1.545 recensioni,"Italiana, Mediterranea",2.5
558, Jam Grill House,"Punteggio 4,0 su 5",1.285 recensioni,"Italiana, Steakhouse",2.5
559, Rosso Brera,"Punteggio 4,0 su 5",382 recensioni,"Italiana, Lombarda",2.5
560, Osteria del Gambero Rosso,"Punteggio 4,0 su 5",667 recensioni,"Italiana, Pizza",2.5
561, FEEL fusion restaurant,"Punteggio 4,0 su 5",415 recensioni,"Cinese, Giapponese",2.5
562, Panini Tosti,"Punteggio 4,5 su 5",98 recensioni,"Italiana, Bar",1
563, Pasta B Jinghua,"Punteggio 4,0 su 5",507 recensioni,"Cinese, Asiatica",2.5
