title,address_trip,new_column_merged,address_clean_merged,Index,new_column_google,price_level_google,rating_google,total_reviews_google,address,address_clean_google
,,,,16990,Pinoy Food Truck,,5.0,2.0,"Via Bernina, 8-18, Milano","via bernina, 8-18, milano"
,,,,16992,KABAYAN FOOD TRIP,,4.6,21.0,"Viale Stelvio, 74, Milano","viale stelvio, 74, milano"
,,,,16993,MASU,,4.5,168.0,"Viale Stelvio, 72, Milano","viale stelvio, 72, milano"
,,,,16995,Little Lamb Bernina,2.0,4.4,171.0,"Via Bernina, 43, Milano","via bernina, 43, milano"
,,,,16998,Red Magic Srl,,,,"Viale Stelvio, 66, Milano","viale stelvio, 66, milano"
,,,,16999,Good Vibes,,4.0,88.0,"Via Valtellina, 21, Milano","via valtellina, 21, milano"
,,,,17002,Ristorante Mexicali - Milano Valtellina,2.0,3.9,2016.0,"Via Valtellina, 33, Milano","via valtellina, 33, milano"
,,,,17006,McDonald's,1.0,3.7,2780.0,"Via Carlo Farini, 79/81, Milano","via carlo farini, 79/81, milano"
,,,,17008,Maciachini Istanbul Kebap / Pizza / Grill,1.0,4.0,267.0,"Viale Edoardo Jenner, 14, Milano","viale edoardo jenner, 14, milano"
,,,,17009,Vulkania,2.0,4.0,1856.0,"Via Valtellina, 63, Milano","via valtellina, 63, milano"
,,,,17016,Taco Truck,1.0,4.1,233.0,"Via Valtellina, 55, Milano","via valtellina, 55, milano"
,,,,17017,Rem Cafè,1.0,4.2,114.0,"Viale Stelvio, 60, Milano","viale stelvio, 60, milano"
,,,,17031,Royal Kitchen,,4.6,23.0,"Viale Stelvio, 51, Milano","viale stelvio, 51, milano"
,,,,17032,Fang Jong,1.0,3.9,656.0,"Viale Stelvio, 51, Milano","viale stelvio, 51, milano"
,,,,17033,Yuan Niu Dao Hotpot & Barbeque,,4.5,283.0,"Via Carlo Farini, 74, Milano","via carlo farini, 74, milano"
,,,,17034,Sushi Daily,,,,"Carrefour Market, Via Carlo Farini, 79/81, Milano","carrefour market, via carlo farini, 79/81, milano"
,,,,17035,Chicken&Chicken,,3.1,42.0,"Via Carlo Farini, 74, Milano","via carlo farini, 74, milano"
,,,,17037,Steven's,2.0,4.2,75.0,"Via Carlo Farini, 73, Milano","via carlo farini, 73, milano"
,,,,17038,La Piadineria,1.0,4.4,136.0,"Viale Stelvio, 52/54, Milano","viale stelvio, 52/54, milano"
,,,,17039,Cafe Snack,,3.0,1.0,"Viale Stelvio, 49, Milano","viale stelvio, 49, milano"
,,,,17040,Bear’s Piadineria,,,,"Via Carlo Farini, 80, Milano","via carlo farini, 80, milano"
,,,,17045,Pizzeria Al 91,2.0,4.2,2007.0,"Viale Marche, 91, Milano","viale marche, 91, milano"
,,,,17048,Break Cocktail Bistrò,1.0,4.8,103.0,"Via Luigi Federico Menabrea, 12, Milano","via luigi federico menabrea, 12, milano"
,,,,17049,Cucina Sri Lanka,,4.3,37.0,"Via Luigi Federico Menabrea, 4, Milano","via luigi federico menabrea, 4, milano"
,,,,17050,wang guiren malatang王贵仁麻辣烫,,4.1,40.0,"Viale Stelvio, 44, Milano","viale stelvio, 44, milano"
,,,,17051,Cabana sri lankan restaurant,,4.7,49.0,"Viale Stelvio, 50, Milano","viale stelvio, 50, milano"
,,,,17052,Centevot,,4.9,86.0,"Via Giulio Belinzaghi, 15, Milano","via giulio belinzaghi, 15, milano"
,,,,17053,Light Sushi Restaurant,,4.4,295.0,"Piazza Spotorno, 2, Milano","piazza spotorno, 2, milano"
,,,,17054,Miglior Kebap Di Milano,1.0,4.1,300.0,"Viale Stelvio, 52, Milano","viale stelvio, 52, milano"
,,,,17057,老巷口,,3.7,3.0,"Via Carlo Farini, 80, Milano","via carlo farini, 80, milano"
,,,,17059,冷面王 NORDCINA,,1.0,1.0,"Via Carlo Farini, 80, Milano","via carlo farini, 80, milano"
,,,,17060,RISTORANTE XIANGBALAO,2.0,3.5,311.0,"Via Carlo Farini, 80, Milano","via carlo farini, 80, milano"
,,,,17063,Heguì - Taste of Asia,2.0,4.3,1315.0,"Viale Marche, 70, Milano","viale marche, 70, milano"
,,,,17065,Pizzeria Calafuria,1.0,3.9,1392.0,"Viale Marche, 65, Milano","viale marche, 65, milano"
,,,,17067,Magma Milano,,4.3,145.0,"Viale Stelvio, 39, Milano","viale stelvio, 39, milano"
,,,,17073,Petiscaria - Milão,,4.6,137.0,"Via Genova Thaon di Revel, 28, Milano","via genova thaon di revel, 28, milano"
,,,,17074,Fulvietto Sas Di Cheodarci M. & C.,,,,"Via Genova Thaon di Revel, 28, Milano","via genova thaon di revel, 28, milano"
,,,,17077,Istwest,1.0,4.2,634.0,"Viale Marche, 46-60, Milano","viale marche, 46-60, milano"
,,,,17086,YuanZi Restaurant,2.0,4.1,320.0,"Viale Zara, 73, Milano","viale zara, 73, milano"
,,,,17088,Pizzeria Marisa,1.0,4.3,42.0,"Via Veglia, 7, Milano","via veglia, 7, milano"
,,,,17089,Roshdi Ragaa,,,,"Via Veglia, 7, Milano","via veglia, 7, milano"
,,,,17090,Ristorante la Villetta,2.0,4.1,494.0,"Viale Zara, 87, Milano","viale zara, 87, milano"
,,,,17093,Pizza By Cheo - Quartiere Isola,,4.9,7.0,"Via Arbe, 2, Milano","via arbe, 2, milano"
,,,,17097,Ristorante Kos,2.0,4.0,223.0,"Piazzale Giuseppe Massari, Milano","piazzale giuseppe massari, milano"
,,,,17103,Barstro’ Tabacchi Milano,,3.8,50.0,"Viale Marche, 28, Milano","viale marche, 28, milano"
,,,,17108,Sama S.A.S. Di Gayed Hany Adly Zaky & C.,,4.0,2.0,"Via Achille Bizzoni, 7, Milano","via achille bizzoni, 7, milano"
,,,,17133,Sushi Daily Milano Cagliero,,5.0,1.0,"all'interno di Tigros, Via Giovanni Cagliero, 14, Milano","all'interno di tigros, via giovanni cagliero, 14, milano"
,,,,17136,Gioia’s Pizza,1.0,3.9,101.0,"Via Cardinale Cagliero, 9, Milano","via cardinale cagliero, 9, milano"
,,,,17139,Antica Osteria del Progresso -- bocciofila 1850,2.0,4.2,458.0,"Via del Progresso, 22, Milano","via del progresso, 22, milano"
,,,,17140,Chez Ciocca,,5.0,4.0,"Via Adeodato Ressi, 34A, Milano","via adeodato ressi, 34a, milano"
,,,,17141,Alice Pizza Gioia,2.0,4.0,195.0,"Via Melchiorre Gioia, 139, Milano","via melchiorre gioia, 139, milano"
,,,,17142,Fei Yun Ge,2.0,4.6,636.0,"Via Melchiorre Gioia, 141, Milano","via melchiorre gioia, 141, milano"
,,,,17144,Dulcis in Fundo,2.0,4.3,314.0,"Via Gianfranco Zuretti, 55, Milano","via gianfranco zuretti, 55, milano"
,,,,17148,Punto Pizza,,2.7,93.0,"Via Edolo, 42, Milano","via edolo, 42, milano"
,,,,17156,La Caletta Ristorante Di Pesce,2.0,4.3,485.0,"Via Giovanni Battista Sammartini, 69, Milano","via giovanni battista sammartini, 69, milano"
,,,,17165,La Buttiga Beer Room Martesana,2.0,4.5,1455.0,"Via Melchiorre Gioia, 194, Milano","via melchiorre gioia, 194, milano"
,,,,17180,Osteria della Stazione l'Originale,2.0,4.4,591.0,"Via Popoli Uniti, 26, Milano","via popoli uniti, 26, milano"
,,,,17181,Aki me kedo,1.0,4.1,806.0,"Via Ottavio Rinuccini, 1, Milano","via ottavio rinuccini, 1, milano"
,,,,17184,BentōBus Central Kitchen,,3.0,96.0,"Via Martiri Oscuri, 19, Milano","via martiri oscuri, 19, milano"
,,,,17186,Bonnie e Clyde,,,,"Piazza, spoleto","piazza, spoleto"
,,,,17188,Ristorante Pizza Al Trancio E D' Asporto,,4.4,21.0,Italy,italy
,,,,17190,Zimei Sushi,,4.4,365.0,"Via Giulio e Corrado Venini, 86, Milano","via giulio e corrado venini, 86, milano"
,,,,17198,La Vera Gastronomia Siciliana,,3.8,46.0,"Viale Monza, 82, Milano","viale monza, 82, milano"
,,,,17205,Carne & Pesce,,,,"Viale Monza, 85, Milano","viale monza, 85, milano"
,,,,17206,Lobby Sushi,,4.4,205.0,"Viale Monza, 75, Milano","viale monza, 75, milano"
,,,,17207,Bulaluhan Sa Milan,1.0,4.4,351.0,"Via Popoli Uniti, 7, Milano","via popoli uniti, 7, milano"
,,,,17209,Jai Pur INDIAN TAKEAWAY,,5.0,1.0,"Viale Monza, 68, Milano","viale monza, 68, milano"
,,,,17210,Jaipur ristorante indiano,,4.9,11.0,"Viale Monza, 68, Milano","viale monza, 68, milano"
,,,,17212,Restaurant peruano,,,,"Via Ottavio Rinuccini, 7, Milano","via ottavio rinuccini, 7, milano"
,,,,17213,Ristorante Indiano Aangan,2.0,4.0,276.0,"Viale Monza, 90, Milano","viale monza, 90, milano"
,,,,17218,Ristorante Pizzeria Da Marco,1.0,3.8,184.0,"Via Marco Aurelio, 64, Milano","via marco aurelio, 64, milano"
,,,,17220,Pizza&Kebab Cucina indiana,,,,"Viale Monza, 68, Milano","viale monza, 68, milano"
,,,,17223,Z-One Poke,,4.3,6.0,"Viale Monza, 78, Milano","viale monza, 78, milano"
,,,,17225,Rovereto Chinese & Italian Pizza Restaurant,1.0,4.0,336.0,"Viale Monza, 82, Milano","viale monza, 82, milano"
,,,,17226,Cleopatra,,4.9,9.0,"Viale Monza, 58, Milano","viale monza, 58, milano"
,,,,17228,persalchichon,,,,"Via Marco Aurelio, 62, Milano","via marco aurelio, 62, milano"
,,,,17229,CANTEEN da Liettamen,,,,"Via Bolzano, 1, Milano","via bolzano, 1, milano"
,,,,17230,Oliva Turkish Mediterraneo,,4.6,89.0,"Viale Monza, 56, Milano","viale monza, 56, milano"
,,,,17244,Anarres Libreria-Bistrot,,4.7,299.0,"Via Pietro Crespi, 11, Milano","via pietro crespi, 11, milano"
,,,,17253,Circoli Bocciofila Caccialanza,,3.8,279.0,"Via Padova, 91, Milano","via padova, 91, milano"
,,,,17254,Panini Turro,2.0,4.0,399.0,"Piazzale Governo Provvisorio, 1, Milano","piazzale governo provvisorio, 1, milano"
,,,,17255,mosso,2.0,3.9,237.0,"Via Angelo Mosso, 3, Milano","via angelo mosso, 3, milano"
,,,,17257,RAVIOLI 韩式料理店,,,,"Via Padova, 100, Milano","via padova, 100, milano"
,,,,17261,La Capa Gira 2,,,,"Via Padova, 91, Milano","via padova, 91, milano"
,,,,17270,PlayUp Milano,,3.8,687.0,"Via Francesco Cavezzali, 9/11, Milano","via francesco cavezzali, 9/11, milano"
,,,,17276,Ristorante king food الآكل البيتي أبومحمود,,5.0,3.0,"Via Padova, 95, Milano","via padova, 95, milano"
,,,,17277,LA BAJADA PERU ITALIA,,4.3,20.0,"Via Padova, 99, Milano","via padova, 99, milano"
,,,,17278,El Punto 2,,4.4,37.0,"Via Padova, 99, Milano","via padova, 99, milano"
,,,,17279,Ristorante Tropicale,,4.5,43.0,"Via Padova, 95, Milano","via padova, 95, milano"
,,,,17289,Istanbul Ozkan,,4.3,6.0,"Via Palmanova, 59, Milano","via palmanova, 59, milano"
,,,,17290,Beer Garage pub,1.0,4.3,339.0,"Via Anacreonte, 7, Milano","via anacreonte, 7, milano"
,,,,17291,Pizza And Food,1.0,4.2,501.0,"Via Monfalcone, 32, Milano","via monfalcone, 32, milano"
,,,,17293,l'angolo27,1.0,4.5,453.0,"Via Monfalcone, 27, Milano","via monfalcone, 27, milano"
,,,,17294,da Massimo,1.0,4.0,537.0,"Via Boves, 1, Milano","via boves, 1, milano"
,,,,17296,Bistrot Cocktail E Aperitivi,,,,"Via Palmanova, 67, Milano","via palmanova, 67, milano"
,,,,17297,Awtar Take Away,,,,"Via Palmanova, 67, Milano","via palmanova, 67, milano"
,,,,17298,Red Roast,,4.5,64.0,"Via Palmanova, 67, Milano","via palmanova, 67, milano"
,,,,17299,Nilda's Lechon,1.0,3.9,102.0,"Via Palmanova, 60, Milano","via palmanova, 60, milano"
,,,,17300,Pizzeria Monfalcone,1.0,3.5,77.0,"Via Monfalcone, 27, Milano","via monfalcone, 27, milano"
,,,,17319,OltreBar,1.0,4.0,144.0,"Via I. Newton, 12/ 14, Pero","via i. newton, 12/ 14, pero"
,,,,17321,Sottosopra,1.0,4.1,279.0,"Via Enrico Falck, 33, Milano","via enrico falck, 33, milano"
,,,,17328,Pizzeria Loredani,2.0,4.4,304.0,"Via Giacomo Quarenghi, 40, Milano","via giacomo quarenghi, 40, milano"
,,,,17342,Trattoria Pizzeria San Giorgio,1.0,4.0,224.0,"Via Giacomo Quarenghi, 34f, Milano","via giacomo quarenghi, 34f, milano"
,,,,17359,Asia Restaurant Coffee,1.0,4.2,361.0,"Via Gallarate, 211, Milano","via gallarate, 211, milano"
,,,,17367,Mama Srl,,,,"Via Bressanone, 2, Milano","via bressanone, 2, milano"
,,,,17368,Cler,2.0,4.3,212.0,"Via Bressanone, 8, Milano","via bressanone, 8, milano"
,,,,17371,Qanto Basta,1.0,3.9,111.0,"Via Bressanone, 8/2, Milano","via bressanone, 8/2, milano"
,,,,17375,Burger King,1.0,3.5,2086.0,"Viale Certosa, 228, Milano","viale certosa, 228, milano"
,,,,17381,Osteria da Zio Ninì,1.0,4.4,3788.0,"Via Tibullo, 10, Milano","via tibullo, 10, milano"
,,,,17382,Friggitoria,,,,"Via Tibullo, 12, Milano","via tibullo, 12, milano"
,,,,17383,Mari e Monti,1.0,3.7,30.0,"Viale Certosa, 190, Milano","viale certosa, 190, milano"
,,,,17384,Tropical Tche Milao,2.0,4.4,942.0,"Viale Certosa, 181, Milano","viale certosa, 181, milano"
,,,,17385,Tony,2.0,4.3,175.0,"Viale Certosa, 186, Milano","viale certosa, 186, milano"
,,,,17395,Tikka Land,,4.7,599.0,"Viale Certosa, 180, Milano","viale certosa, 180, milano"
,,,,17397,Just In Food,,,,"Via Perin del Vaga, 12, Milano","via perin del vaga, 12, milano"
,,,,17404,Madison Milano Meat,,4.5,2.0,"Via Giovanni da Udine, 6, Milano","via giovanni da udine, 6, milano"
,,,,17418,Motopizza di Domenico Mesiano sas,,4.3,118.0,"Viale Carlo Espinasse, 73, Milano","viale carlo espinasse, 73, milano"
,,,,17426,Bar Trattoria Prima di Tutto....,1.0,4.3,266.0,"Via Panfilo Nuvolone, 28, Milano","via panfilo nuvolone, 28, milano"
,,,,17427,Snack Bar Di Cammisa Giacinto,,4.4,71.0,"Viale Carlo Espinasse, 84, Milano","viale carlo espinasse, 84, milano"
,,,,17428,Whimsy Kitchen Espinasse,,1.5,6.0,"Viale Carlo Espinasse, 84, Milano","viale carlo espinasse, 84, milano"
,,,,17431,Meat Me Restaurant & Bar,,5.0,2.0,"Via Ludovico di Breme, 77, Milano","via ludovico di breme, 77, milano"
,,,,17432,Naya Milano club,,3.7,35.0,"Via Bernardino Galliari, 1, Milano","via bernardino galliari, 1, milano"
,,,,17438,La Maison Touareg,2.0,4.7,505.0,"Via Varesina, 77, Milano","via varesina, 77, milano"
,,,,17439,Pizzeria dei 3 Amici,,3.8,35.0,"Via Varesina, 75, Milano","via varesina, 75, milano"
,,,,17446,Turkish Kebab,,4.1,12.0,"Via Varesina, 92, Milano","via varesina, 92, milano"
,,,,17447,Fantasia Kebap Pizza,1.0,4.0,222.0,"Via Varesina, 90, Milano","via varesina, 90, milano"
,,,,17448,Ristorante dai 2 fratelli,1.0,4.1,310.0,"Via Varesina, 70, Milano","via varesina, 70, milano"
,,,,17456,Ristorante Genki,1.0,4.0,503.0,"Via Varesina, 64, Milano","via varesina, 64, milano"
,,,,17460,Pizzeria il piccolo diavolo,,,,"Via Varesina, 68, Milano","via varesina, 68, milano"
,,,,17477,MimmoRistor,1.0,4.4,40.0,"Via Cesare Ajraghi, 10, Milano","via cesare ajraghi, 10, milano"
,,,,17480,Latino Luigi,,,,"Via Console Marcello, 1, Milano","via console marcello, 1, milano"
,,,,17481,Istanbul aksu kebap pizze grill,1.0,4.1,57.0,"Via Console Marcello, 14, Milano","via console marcello, 14, milano"
,,,,17482,Ristorante Italo Cinese,,4.2,6.0,"Via Console Marcello, 16, Milano","via console marcello, 16, milano"
,,,,17483,حلال فروش,,4.0,10.0,"Via Console Marcello, 18, Milano","via console marcello, 18, milano"
,,,,17486,Pizzeria Bistrot Con'sole,,3.7,44.0,"Via Console Marcello, 2, Milano","via console marcello, 2, milano"
,,,,17487,R&M Fast Food,,5.0,1.0,"Via Grosseto, Milano","via grosseto, milano"
,,,,17490,Il Forno del Sud,,4.6,108.0,"Via Paolo Mantegazza, 25/1, Milano","via paolo mantegazza, 25/1, milano"
,,,,17492,Ristorante Pizzeria Cicciobello,1.0,3.9,422.0,"Via degli Ailanti, 3, Milano","via degli ailanti, 3, milano"
,,,,17507,Ristorante Platz,2.0,4.0,940.0,"Piazzale Lugano, 22, Milano","piazzale lugano, 22, milano"
,,,,17508,Rambo,1.0,4.2,145.0,"Piazza Schiavone, 6, Milano","piazza schiavone, 6, milano"
,,,,17509,Makiyo Sushi & Pizza,1.0,3.3,81.0,"Via Giovita Scalvini, 16, Milano","via giovita scalvini, 16, milano"
,,,,17512,FAMILY,,4.1,89.0,"Via Giovita Scalvini, 10, Milano","via giovita scalvini, 10, milano"
,,,,17513,Ristorante L'Ancora,1.0,4.2,411.0,"Via Francesco Paolo Michetti, 1, Milano","via francesco paolo michetti, 1, milano"
,,,,17514,La Bomboniera,2.0,4.3,325.0,"Via Giovita Scalvini, 4, Milano","via giovita scalvini, 4, milano"
,,,,17515,Prendi Evai Automatic Fast Food,,,,"Via Giovita Scalvini, Milano","via giovita scalvini, milano"
,,,,17521,Sushi Ran Imbriani,,4.4,95.0,"Via degli Imbriani, 17, Milano","via degli imbriani, 17, milano"
,,,,17524,Bar Self Service Imbriani Breakfast,,4.6,11.0,"Via degli Imbriani, 14, Milano","via degli imbriani, 14, milano"
,,,,17525,Il Ristoro Risto & Pizza Milano,1.0,3.9,42.0,"Via degli Imbriani, 14, Milano","via degli imbriani, 14, milano"
,,,,17527,LA BOUTIQUE DEL GRANO,,5.0,2.0,"Via degli Imbriani, 16, Milano","via degli imbriani, 16, milano"
,,,,17530,Ristorante del Jeko,,5.0,4.0,"Via degli Imbriani, 10, Milano","via degli imbriani, 10, milano"
,,,,17537,Latteria Maffucci,2.0,4.7,342.0,"Via Privata Angiolo Maffucci, 24, Milano","via privata angiolo maffucci, 24, milano"
,,,,17554,Line Caffe' Point,,,,"Via Privata Angiolo Maffucci, 18, Milano","via privata angiolo maffucci, 18, milano"
,,,,17557,Rob de Matt,2.0,4.3,1536.0,"Via Enrico Annibale Butti, 18, Milano","via enrico annibale butti, 18, milano"
,,,,17586,Faro - Caffe' e cucina,,4.9,80.0,"Via Livigno, 6a, Milano","via livigno, 6a, milano"
,,,,17589,Bar Rebelot,1.0,4.1,136.0,"Via Legnone, 19, Milano","via legnone, 19, milano"
,,,,17594,On The Road,,4.1,10.0,"Viale Edoardo Jenner, 16, Milano","viale edoardo jenner, 16, milano"
,,,,17595,DU LAB,2.0,4.4,172.0,"Viale Edoardo Jenner, 16, Milano","viale edoardo jenner, 16, milano"
,,,,17597,Bar J14,,4.8,24.0,"Viale Edoardo Jenner, 14, Milano","viale edoardo jenner, 14, milano"
,,,,17605,Ti Amo Pizza,2.0,4.2,489.0,"Viale Edoardo Jenner, 10, Milano","viale edoardo jenner, 10, milano"
,,,,17607,Pizzeria & Kebab Pace 2,1.0,3.9,60.0,"Via Carlo Imbonati, 9, Milano","via carlo imbonati, 9, milano"
,,,,17608,Bombay Restaurant & BAR,,2.8,15.0,"Via Carlo Imbonati, 6, Milano","via carlo imbonati, 6, milano"
,,,,17613,Pizzeria Del Drago Di Aveta Raffaele E C Sas,,1.0,1.0,"Viale Edoardo Jenner, 10, Milano","viale edoardo jenner, 10, milano"
,,,,17615,Ristorante Via Valtellina 65,,4.2,70.0,"Via Valtellina, 65, Milano","via valtellina, 65, milano"
,,,,17616,Cucina Cinese,,,,"Via Valtellina, 55, Milano","via valtellina, 55, milano"
,,,,17617,Pizzeria Mamma Mia,,4.7,23.0,"Piazzale Carlo Maciachini, 20, Milano","piazzale carlo maciachini, 20, milano"
,,,,17618,Pizza Focaccia,,2.3,4.0,"Piazzale Carlo Maciachini, 20, Milano","piazzale carlo maciachini, 20, milano"
,,,,17619,Lile in Cucina,2.0,4.4,220.0,"Piazzale Carlo Maciachini, 18, Milano","piazzale carlo maciachini, 18, milano"
,,,,17621,Bar Traffic Lights,,4.4,14.0,"Via Carlo Imbonati, 3, Milano","via carlo imbonati, 3, milano"
,,,,17627,The Ghost Pub,2.0,4.2,811.0,"Piazzale Carlo Maciachini, 10, Milano","piazzale carlo maciachini, 10, milano"
,,,,17634,L'Angolo Di Napoli,2.0,4.7,363.0,"Via Luigi Federico Menabrea, 33, Milano","via luigi federico menabrea, 33, milano"
,,,,17635,Cuan Cuan,,4.0,123.0,"Via Luigi Federico Menabrea, 33, Milano","via luigi federico menabrea, 33, milano"
,,,,17638,Montesano,,,,"Via Carlo Imbonati, 7, Milano","via carlo imbonati, 7, milano"
,,,,17640,STEAKHOUSE,,2.0,7.0,"Via Carlo Imbonati, 6, Milano","via carlo imbonati, 6, milano"
,,,,17641,Chao Yang,1.0,4.4,147.0,"Via Carlo Imbonati, 6, Milano","via carlo imbonati, 6, milano"
,,,,17646,Ristorante Lu Yuan,,,,"Via Carlo Farini, 90, Milano","via carlo farini, 90, milano"
,,,,17647,La Stradina,,3.2,212.0,"Via Carlo Farini, 91A, Milano","via carlo farini, 91a, milano"
,,,,17648,Griglia A Carbone,,3.5,2.0,Italy,italy
,,,,17651,T & T Sri Lankan Foods,,4.0,1.0,"Piazza Giuseppe Pasolini, 02, Milano","piazza giuseppe pasolini, 02, milano"
,,,,17652,Ares Tanduri Indian Takeaway,,3.1,9.0,"Piazza Giuseppe Pasolini, 2, Milano","piazza giuseppe pasolini, 2, milano"
,,,,17653,APON TAKEAWAY CUCINA INDIANA,,,,"Piazza Giuseppe Pasolini, Milano","piazza giuseppe pasolini, milano"
,,,,17660,Ristorante Cinese-Italiano,,,,"Via Carlo Farini, 80, Milano","via carlo farini, 80, milano"
,,,,17664,"Gelateria Vulci , Gelateria Artigianale , Milano",2.0,4.5,617.0,"Largo Vulci, 7, Milano","largo vulci, 7, milano"
,,,,17666,Ristorante la Sirenella 2,,4.5,84.0,"Via Gioacchino Murat, 32, Milano","via gioacchino murat, 32, milano"
,,,,17680,Efes Istanbul Kebap-Pizza,1.0,4.3,125.0,"Viale Zara, 112, Milano","viale zara, 112, milano"
,,,,17681,Ciccio Pizza,2.0,3.9,1353.0,"Viale Zara, 116, Milano","viale zara, 116, milano"
,,,,17682,Ristorante Pizzeria Maruzzella Zara,2.0,4.2,1269.0,"Viale Zara, 118, Milano","viale zara, 118, milano"
,,,,17686,Bar Bistrot Caffè Ambrosiano,2.0,4.0,202.0,"Via Arbe, 33, Milano","via arbe, 33, milano"
,,,,17689,Il Sottomarino Osteria di Pesce,1.0,4.0,963.0,"Via Arbe, 47, Milano","via arbe, 47, milano"
,,,,17694,Barbacoa Milano,3.0,4.4,1316.0,"Via Scipio Slataper, 19, Milano","via scipio slataper, 19, milano"
,,,,17697,La Sirenella,3.0,4.5,957.0,"Via Scipio Slataper, 17, Milano","via scipio slataper, 17, milano"
,,,,17708,Trattoria L'angolo Nascosto,1.0,4.4,389.0,"Via Dario Papa, 2, Milano","via dario papa, 2, milano"
,,,,17709,Coco Matto,,3.3,3.0,"Via Dario Papa, 2, Milano","via dario papa, 2, milano"
,,,,17717,Ristorante Pizzeria La Martesana,1.0,4.1,466.0,"Via Emilio de Marchi, 1/3, Milano","via emilio de marchi, 1/3, milano"
,,,,17719,Restaurant Asian Fusion,,3.0,2.0,"Via della Giustizia, Milano","via della giustizia, milano"
,,,,17720,Sushiyo,2.0,4.2,1035.0,"Via Emilio de Marchi, 5, Milano","via emilio de marchi, 5, milano"
,,,,17728,Brasserie Milano Zona Greco - La Brasserie di Greco,2.0,4.2,258.0,"Via San Rafael delle Ande, 8, Milano","via san rafael delle ande, 8, milano"
,,,,17748,Archie’s,,5.0,5.0,"Viale Monza, 101, Milano","viale monza, 101, milano"
,,,,17750,Due Chef,1.0,4.1,180.0,"Viale Monza, 92, Milano","viale monza, 92, milano"
,,,,17763,ALFA PIZZA,,4.6,246.0,"Viale Monza, 102, Milano","viale monza, 102, milano"
,,,,17766,Traffic Lights,1.0,4.0,64.0,"Viale Monza, 112, Milano","viale monza, 112, milano"
,,,,17769,Il Tegamino,2.0,4.2,1577.0,"Via Matteo Maria Boiardo, 4, Milano","via matteo maria boiardo, 4, milano"
,,,,17770,Manna,3.0,4.5,676.0,"Piazzale Governo Provvisorio, 6, Milano","piazzale governo provvisorio, 6, milano"
,,,,17772,La Bottega della Piada,1.0,4.2,135.0,"Via Matteo Maria Boiardo, 24, Milano","via matteo maria boiardo, 24, milano"
,,,,17774,Ristorante & Pizzeria Bellavista,,3.7,369.0,"Viale Monza, 114, Milano","viale monza, 114, milano"
,,,,17775,Al Vecchio Aratro,1.0,4.2,578.0,"Via Matteo Maria Boiardo, 20, Milano","via matteo maria boiardo, 20, milano"
,,,,17778,Blu Yasmin,,4.7,19.0,"Via Valtorta, 23, Milano","via valtorta, 23, milano"
,,,,17779,Mi casa Toasteria,2.0,4.4,2279.0,"Piazzale Governo Provvisorio, 5, Milano","piazzale governo provvisorio, 5, milano"
,,,,17782,The Beer Garden 2,2.0,3.8,426.0,"Via Matteo Maria Boiardo, 35, Milano","via matteo maria boiardo, 35, milano"
,,,,17783,Pizzeria SantaMaria 1,1.0,3.9,150.0,"Via Matteo Maria Boiardo, 11, Milano","via matteo maria boiardo, 11, milano"
,,,,17784,Ğené Milano,,4.7,41.0,"Piazzale Governo Provvisorio, 4, Milano","piazzale governo provvisorio, 4, milano"
,,,,17786,Panini Tosti,2.0,4.5,354.0,"Via Matteo Maria Boiardo, 19, Milano","via matteo maria boiardo, 19, milano"
,,,,17787,Pappegnam,,5.0,8.0,"Via Matteo Maria Boiardo, 1, Milano","via matteo maria boiardo, 1, milano"
,,,,17791,Mamma Farina,2.0,3.9,1215.0,"Via Valtorta, 44, Milano","via valtorta, 44, milano"
,,,,17796,Konnubio Milano,,5.0,2.0,"Via Valtorta, 36, Milano","via valtorta, 36, milano"
,,,,17798,Sahil Fast Food,,,,"Via Gerolamo Vida, 11, Milano","via gerolamo vida, 11, milano"
,,,,17799,Alberto Milano,,4.5,106.0,"Via Valtorta, 44, Milano","via valtorta, 44, milano"
,,,,17800,婷婷咖啡厅,,,,"Via Valtorta, 44, Masate","via valtorta, 44, masate"
,,,,17801,Mensa,,2.0,2.0,"Via Valtorta, 48, Milano","via valtorta, 48, milano"
,,,,17815,La Stiva,1.0,3.8,341.0,"Via Privata Terenzio Mamiani, 6, Milano","via privata terenzio mamiani, 6, milano"
,,,,17821,Speciale Viaggi,,4.5,2.0,"Largo Tel Aviv, 1, Milano","largo tel aviv, 1, milano"
,,,,17823,Pretty Bar Snc di Luce Giuseppe e Toloi Laura,,4.3,7.0,"Via Privata Scipione Piattoli, 6, Milano","via privata scipione piattoli, 6, milano"
,,,,17824,Biskala,,,,"Via Padova, 133, Milano","via padova, 133, milano"
,,,,17825,Cafe Gaters,,,,"Via Padova, 133, Milano","via padova, 133, milano"
,,,,17826,مطعم مغربي,,5.0,1.0,"Via Padova, 142, Milano","via padova, 142, milano"
,,,,17832,Hela Pizza Kebab,1.0,3.9,103.0,"Via Padova, 150, Milano","via padova, 150, milano"
,,,,17836,Gnoccheria Il Pasto Giusto,2.0,4.1,337.0,"Via Bruno Cesana, 10, Milano","via bruno cesana, 10, milano"
,,,,17843,La Cantinetta,,,,"Via Bruno Cesana, Milano","via bruno cesana, milano"
,,,,17844,Ristorante Marrakech,,4.2,19.0,"Via Bengasi, 8, Milano","via bengasi, 8, milano"
